Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator
parfumé	celui de Lesbos			moins							080F Barthelemy_Voyage.txt	annotator18.tsv
odeur	il	leur		détestable							027F Tessier 1772 Institut national des sciences et arts.txt	annotator14.tsv
l'odeur	bierre		Frédéric Hofman					faite avec de l'orge produite dans un champ fumé avec cet engrais			027F Tessier 1772 Institut national des sciences et arts.txt	annotator14.tsv
odeur		grain									027F Tessier 1772 Institut national des sciences et arts.txt	annotator14.tsv
l'odeur	souci | l'aristoloche	raisin							dans les vignes		027F Tessier 1772 Institut national des sciences et arts.txt	annotator14.tsv
odeur			MM . Cadet , Parmentier et Laborde	moindre				moyens de le transposer			027F Tessier 1772 Institut national des sciences et arts.txt	annotator14.tsv
odeur	l'engrais			détestable							027F Tessier 1772 Institut national des sciences et arts.txt	annotator18.tsv
l'odeur			Frédéric Hofman								027F Tessier 1772 Institut national des sciences et arts.txt	annotator18.tsv
odeur											027F Tessier 1772 Institut national des sciences et arts.txt	annotator18.tsv
l'odeur											027F Tessier 1772 Institut national des sciences et arts.txt	annotator18.tsv
parfum	choses	matrice									110F Les oeuvres de M Ambroise.txt	annotator14.tsv
odorantes	choses			fort							110F Les oeuvres de M Ambroise.txt	annotator14.tsv
parfum											110F Les oeuvres de M Ambroise.txt	annotator14.tsv
parfums	Cinamo | calam | aromate | xulaloe | la - danum | benioin | thym | piper | garyophyl | lauad | calament | artemis | puleg | alipta mosc | gall . moscat | mus . amb . | iuncus odoratus			odoriferans							110F Les oeuvres de M Ambroise.txt	annotator14.tsv
parfums	sagapenum | ammoniacum | Galbanum | assa fœtida | bitumen | oleum gagates | chandelles de suis recentement esteinctes | plumes de perdrix , becasses , & de tous autres oiseaux | poil d'homme , de bouc , de vache | dras | feutre | vieilles fauattes de fouliers | ongles & cornes de bestes | pouldre a canon | souphre vif bruflez			fetides							110F Les oeuvres de M Ambroise.txt	annotator14.tsv
odorer											110F Les oeuvres de M Ambroise.txt	annotator14.tsv
nez											110F Les oeuvres de M Ambroise.txt	annotator14.tsv
putredineufe	vapeur	malade | assistants		putredineufe	infecter						110F Les oeuvres de M Ambroise.txt	annotator14.tsv
odoriférantes	dont										040F Tallien 1794 Suite du plan d'instruction publique.txt	annotator14.tsv
l'odeur	dont			se développe bien plus				elle est mêlée arec une petite quantité de musc et de civette | la préparé pour les parfums et eaux de senteur			040F Tallien 1794 Suite du plan d'instruction publique.txt	annotator14.tsv
odoriférant	aiguille chaude | ambre gris	suc									040F Tallien 1794 Suite du plan d'instruction publique.txt	annotator14.tsv
parfum	dont			très-rare | précieux							040F Tallien 1794 Suite du plan d'instruction publique.txt	annotator14.tsv
L'odeur	leur			superficielles | volatiles							104F Jasmine.txt	annotator14.tsv
odeur	leur			bonne							104F Jasmine.txt	annotator14.tsv
odeur	leur			agreable							104F Jasmine.txt	annotator14.tsv
odeur	leur	huiles | pommades | Gans | plusieurs autres matieres								long tems	104F Jasmine.txt	annotator14.tsv
odeur	floccons de cotton | morceaux de drap			aucune mauvaise							104F Jasmine.txt	annotator14.tsv
l'odeur	fleurs	fiole | l'huile		fort chargée						long-tems	104F Jasmine.txt	annotator14.tsv
odorant	fleurs	l'huile		parfumé | odorant							104F Jasmine.txt	annotator14.tsv
odeur	Jasmin			bonne							104F Jasmine.txt	annotator14.tsv
odeur	Jasmin			bonne | sublime							104F Jasmine.txt	annotator14.tsv
odeur	sa			douce | agreable							104F Jasmine.txt	annotator14.tsv
odeur	sa			bonne	fortissant le cerveau & toutes les parties nobles						104F Jasmine.txt	annotator14.tsv
exhalaisons	eaux stagnantes				se répandent au loin				cloaque | au tournant de la rue de Charenton , et de celle de Reuilly , sur les routes de Champagne et de Lyon , et qui se prolonge jusqu ’ à la barrière des Poules	en été	011F Mavidal 1789 Archives Parlamentaires - Paris Hors Les Murs.txt	annotator14.tsv
exhalaisons	eaux stagnantes										011F Mavidal 1789 Archives Parlamentaires - Paris Hors Les Murs.txt	annotator18.tsv
l'odeur	camphre			plus d'énergie				L'ignition			001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
odeurs								mouvement et le frottement			001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
parfum	bois du hêtre					roses		Quand on travaille sur le tour			001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
odeur	pierres de Mariembourg		Ulysse Aldrovandi | qu'An - selme Boëtius			musc		si on frappe avec un marteau		avant lui	001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
odeur	un grand nombre de minéraux			fétide				frottement			001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
odorantes	métaux | résines | cire à cacheter							frottant			001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
exhaler	os										001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
odeur			anatomistes	bien connue							001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
odeurs						musc					001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
parfums	henné	beautés de l'Orient		doux					au loin		001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
l'odeur	henné			la plus décidée		spermatique			de près		001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
atmosphère	réséda | celle	atmosphère		très-étendue							001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
celle	rose			ne se sent que de fort près							001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
fétidité	quelques végétaux | Stapelia variegâta | Phallus impudicus			naturelle				en se dé - composant			001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
émanations	corps			dangereuses | infectes				en pu - tréfaction			001F Cloquet 1821 Osphresiologie.txt	annotator14.tsv
odeurs	camphre										001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
parfum	bois du hêtre					des roses					001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
odeur			Ulysse Aldrovandi			de musc					001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
odeur				fétide							001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
odeurs	grappes si célèbres du henné					musc					001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
parfums				doux | la plus décidée		l'odeur spermatique					001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
L'odeur	réséda										001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
fétidité	Phallus impudicus | Stapelia variegâta			naturelle							001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
émanations infectes et dangereuses	corps en pu - tréfaction										001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
sentent	la bile | l'extrait d'urine de vache					musc		lorsqu'ils commencent à se corrompre			001F Cloquet 1821 Osphresiologie.txt	annotator18.tsv
exhalaisons	leurs corps	air	leur	empoisonné					l'Hôpital-général		092F Beaumont_Clarice.txt	annotator14.tsv
s'exhalent											082F Barthelemy_Voyage.txt	annotator14.tsv
odeur	son			désagréable					d'Italie		013F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
àromatique	sa graine			agréable				sèche			013F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
odeur	fleurs			agréable							013F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
l'odeur											013F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
aromatique	Lavande			très - aromatique					sud de la France		013F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
parfums	Lavande										013F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
odorante	eau			odorante							013F Romme 1794 Annuaire du cultivateur.txt	annotator14.tsv
odeur	Coriandre			désagréable | agréable							013F Romme 1794 Annuaire du cultivateur.txt	annotator18.tsv
àromatique	graine			sèche | agréable							013F Romme 1794 Annuaire du cultivateur.txt	annotator18.tsv
odeur	Giroflée			agréable					sud de l'Europe		013F Romme 1794 Annuaire du cultivateur.txt	annotator18.tsv
l'odeur	gérofle										013F Romme 1794 Annuaire du cultivateur.txt	annotator18.tsv
parfums	Lavande			aromatique					sud de la France		013F Romme 1794 Annuaire du cultivateur.txt	annotator18.tsv
odorante	eau										013F Romme 1794 Annuaire du cultivateur.txt	annotator18.tsv
odoriférantes	son			les plu - , fortes | les plus persistantes							054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	son										054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	musquée	transpiration						lorsqu'on donne le musc en potion a l'intérieur			054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
l'odeur	musc			violente	les chasseurs sont saisis de saignements de nez						054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	son										054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
son	son | celle										054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
celle						d'ognon					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	une espèce de résine					musquée					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
L'odeur	plusieurs animaux | l'homme					musquée					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
transpiration	transpiration	le savant Halter | Alexandre le Grand				musquée					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	buffles | beaucoup d'autres animaux | musaraignes | cerfs | plusieurs espèces de rats | antilopes | bœufs musqués					musc		à l'époque du rut			054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
l'odeur	foule de plantes					musc					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	excréments « de quelques animaux					musquée					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
celle	celle | vidanges mêmes							traitées par des agents chimiques			054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
celle						musc					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	son			pénétrante | très-tenace	convulsions | causer des défaillances | affecter les nerfs						054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
parfum	son			agréable | perd sa violence				étant mélangé , en très-petite quantité			054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator14.tsv
odeur	musc			fortes | persistantes							054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur	transpiration					musquée					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
l'odeur	musc										054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur	musc										054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur						celle d'ognon					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur	résine jaune					musquée					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur	Les bœufs musqués , les buffles , les musaraignes , plusieurs espèces de rats , les cerfs , les antilopes et beaucoup d'autres animaux					musc					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
l'odeur	Une foule de plantes					musc					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur	les excréments « de quelques animaux , tels que la fouine , la vache , etc .					musquée					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur	les vidanges mêmes , traitées par des agents chimiques					musc					054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
odeur	musc			pénétrante | agréable							054F 1856 Auguste Debay Nouveau manuel du parfumeur chimiste.txt	annotator18.tsv
ODEURS									MONTAUBAN		051F 1882 Edmond Limayrac Les odeurs de Montauban.txt	annotator14.tsv
odeurs			Dame d'un certain embonpoint	d'acre | fétide				passe très rapidement	l'un de ces ponts		051F 1882 Edmond Limayrac Les odeurs de Montauban.txt	annotator14.tsv
parfumé	patchouli | d'ambre	mouchoir	Cette autre plus jeune et d'une coquetterie recherchée		neutraliser les vapeurs malfaisantes du ruisseau						051F 1882 Edmond Limayrac Les odeurs de Montauban.txt	annotator14.tsv
odeurs											051F 1882 Edmond Limayrac Les odeurs de Montauban.txt	annotator14.tsv
vapeurs	ruisseau		Cette autre plus jeune et d'une coquetterie recherchée	malfaisantes							051F 1882 Edmond Limayrac Les odeurs de Montauban.txt	annotator14.tsv
infecté		l'air	Je | femme | enfant		signes d'un véritable narcotisme avec vomissements				pont du Ruisseau | à l'entrée des Bains	Au mois de septembre de l'année dernière	051F 1882 Edmond Limayrac Les odeurs de Montauban.txt	annotator14.tsv
émanations										diverses heures de la journée	051F 1882 Edmond Limayrac Les odeurs de Montauban.txt	annotator14.tsv
parfums		cassolettes		les plus suaves					petite maison | Dans le voisinage des Champs Élysées		065F Anonyme_Zoloe.txt	annotator14.tsv
odeur	d'ambroisie										065F Anonyme_Zoloe.txt	annotator14.tsv
parfums		cassolettes		les plus suaves							065F Anonyme_Zoloe.txt	annotator18.tsv
odeur	d'ambroisie										065F Anonyme_Zoloe.txt	annotator18.tsv
