Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator
beschnupperte	die Bohnen		Flock								TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtaa_potentially_smelly_passages_852.txt	annotator9.tsv
Geruch	ungebrannten Kaffees		Flock	schwachen							TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtaa_potentially_smelly_passages_852.txt	annotator9.tsv
duftende	Erbsensuppe	Feldküche		duftende							LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2552.txt	annotator9.tsv
duftende	Feldküche					nach Erbsensuppe			Irgendwo		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2552.txt	ger.tsv
duftenden	Strauß										LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtai_potentially_smelly_passages_2386.txt	annotator11.tsv
duftenden	Kräutchen	Hand	Sie								LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtai_potentially_smelly_passages_2386.txt	annotator11.tsv
duftenden	Strauß			duftenden	auf den ſie ſich ſetzten					oft	LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtai_potentially_smelly_passages_2386.txt	annotator9.tsv
Schimmelgeruch											HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_66.txt	annotator11.tsv
Schimmelgeruch	Faß - und Schimmelgeruch	Wein						alte , anrüchige Dauben der Lagerfäſſer , oder auch durch das Schimmligwerden derſelben in dumpfigen Kellern			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_66.txt	annotator9.tsv
stinkenden	Wasch - platzes | Wasch - platzes										MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtab_potentially_smelly_passages_288.txt	annotator11.tsv
stinkenden	Wasch - platzes			stinkenden							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtab_potentially_smelly_passages_288.txt	annotator9.tsv
riechen	Blumen							niemalen des Tages | des Nachts			HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1676.txt	annotator11.tsv
Ge - ruch	ſie			angenehmen							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1676.txt	annotator11.tsv
riechen	ſie									niemalen des Tages	HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1676.txt	annotator9.tsv
Ge - ruch	ſie			angenehmen						des Nachts	HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1676.txt	annotator9.tsv
duftet	Strauß			angenehm							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_180.txt	annotator11.tsv
duftet	Strauß			duftet | angenehm							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_180.txt	annotator9.tsv
Knoblauchgeruches											HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtat_potentially_smelly_passages_547.txt	annotator11.tsv
Knoblauchgeruches	Ausſcheidungsprodukt			ſtarken	ſo entſtandenen Farbſtoffes	Knoblauchgeruches		unter der Ein - wirkung von Licht und Luft			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtat_potentially_smelly_passages_547.txt	annotator9.tsv
reucht	ein andere Gat - tung					wie Biſam					TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtac_potentially_smelly_passages_1765.txt	annotator9.tsv
riechende	Lufft	Wind | Wind				der See				bißweilen | im Septemb . vnd Octob	TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtao_potentially_smelly_passages_947.txt	annotator9.tsv
riechet	Same			gut				wenn er duͤrre geworden			HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtae_potentially_smelly_passages_197.txt	annotator11.tsv
Geruch	Kraͤuterichs			uͤbel							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtae_potentially_smelly_passages_197.txt	annotator11.tsv
riechet	die - ſer Same			gut				wenn er duͤrre geworden			HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtae_potentially_smelly_passages_197.txt	annotator9.tsv
uͤbel	des Kraͤuterichs | ſolcher			uͤbel							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtae_potentially_smelly_passages_197.txt	annotator9.tsv
ſolcher	des Kraͤuterichs			vergehet						ſo bald als er aber trocken geworden	HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtae_potentially_smelly_passages_197.txt	annotator9.tsv
riechen	daran		Hund								MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtao_potentially_smelly_passages_1374.txt	annotator11.tsv
riechen	daran	Tuͤchlein	Hund								MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtao_potentially_smelly_passages_1374.txt	annotator11.tsv
riechen	die Materien einer Huͤndin		einen Hund								MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtao_potentially_smelly_passages_1374.txt	annotator9.tsv
riechen	daran	ein Tuͤchlein	den Hund								MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtao_potentially_smelly_passages_1374.txt	annotator9.tsv
Blüthenduft	Blüthenduft	die Luft	ich	herrlichsten					auf dem Decke	Am Morgen des 13 . | mit Tagesanbruch	TRAVEL_ETHNOGRAPHY_063G 1850 Ida Pfeiffer Eine Frauenfahrt um die Welt, Band 1. Wien, 1850.txtaa_potentially_smelly_passages_341.txt	annotator9.tsv
Duft	vom Lande	der Sturm		Duft					weit entfernt		TRAVEL_ETHNOGRAPHY_063G 1850 Ida Pfeiffer Eine Frauenfahrt um die Welt, Band 1. Wien, 1850.txtaa_potentially_smelly_passages_341.txt	annotator9.tsv
geduftet	Esma Khan			geduftet					in den Garten	einſt	TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtal_potentially_smelly_passages_1175.txt	annotator9.tsv
Atem	des Kampfes		uns		ließ uns seltsam erschauern						LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2551.txt	annotator9.tsv
duftende	Kaffee			duftende							TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtal_potentially_smelly_passages_1174.txt	annotator9.tsv
Phosgengeruch	Phosgengeruch	Luft		süßlicher					Draußen	am Morgen	LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2561.txt	annotator9.tsv
Phosgengeruch				süßlicher					Draußen | in der Luft		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2561.txt	ger.tsv
schnuppert			Flock		fährt dieser erschrocken auf , und flink steht er auf den Beinen						TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtaa_potentially_smelly_passages_848.txt	annotator9.tsv
duftete	Madana			duftete		Peterſilie					TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtba_potentially_smelly_passages_661.txt	annotator9.tsv
Gerüchen	Madana		ich		Hätte mich die Feſſel nicht an dem Pferde feſtgehalten , ſo wäre ich einige Schritte zurückgewichen	verbranntem Hering | Seifenwaſſer | toten Ratten | faulen Fiſchen | Knoblauch					TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtba_potentially_smelly_passages_661.txt	annotator9.tsv
reucht	Schwefel	Ertz		nicht				ſo mach das unterſte Vorſcheublein vor / und in das ober Loch leg eine Kohle / und thue ihm alſo kalt / ( dann das Roͤſten muß mit lindem Feuer geſchehen / ſonſt fuͤhret der Schwefel etwas mit weg / oder das Kupffer verbrennt auch wol vom Schwefel ) und laß es ſtehen / biß das Ertz im Schir - ben gluͤend worden iſt . Alsdann ſo nimb deine Schirbe herauß / und laß es kalt werden ( dann wañ mans offt gluͤet und kalt laͤſt werden / ſo entbindet ſich der Schwefel deſto beſſer ) und diß thue ſo offt		offt	SCIENCE_PHILOSOPHY_035G 1672 Lazarus Ercker Aula subterranea. Frankfurt (Main), 1672..txtam_potentially_smelly_passages_1340.txt	annotator9.tsv
riechen		es								alle mal	SCIENCE_PHILOSOPHY_035G 1672 Lazarus Ercker Aula subterranea. Frankfurt (Main), 1672..txtam_potentially_smelly_passages_1340.txt	annotator9.tsv
rieche	Schwefel	es									SCIENCE_PHILOSOPHY_035G 1672 Lazarus Ercker Aula subterranea. Frankfurt (Main), 1672..txtam_potentially_smelly_passages_1340.txt	annotator9.tsv
Schwefelſtanck	Schwefelſtanck | Schwefelſtanck	es		keinen				reibs auf einen Stein zu Pulver / und roͤſt es wieder			SCIENCE_PHILOSOPHY_035G 1672 Lazarus Ercker Aula subterranea. Frankfurt (Main), 1672..txtam_potentially_smelly_passages_1340.txt	annotator9.tsv
riechenden	dingen			wol							TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtaz_potentially_smelly_passages_131.txt	annotator9.tsv
aromatischem	Bergheu										LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2553.txt	annotator9.tsv
aromatischem	Bergheu								Scheune | Steinbau		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2553.txt	ger.tsv
duftenden	blühende Äſte								Schatten		LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_179.txt	annotator11.tsv
duftenden	Schatten			duftenden							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_179.txt	annotator9.tsv
riechen	Blumen				wie die bitteren Mandel-Kern ſchmecken						HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtak_potentially_smelly_passages_734.txt	annotator11.tsv
riechen	gruͤnliche Blumen					wie die bitteren Mandel-Kern				Ende des Mayes	HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtak_potentially_smelly_passages_734.txt	annotator9.tsv
duftende	Peter - ſilie			duftende | meiner armen Naſe					in der unmittelbaren Nähe		TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtba_potentially_smelly_passages_662.txt	annotator9.tsv
dufteſt	Peterſilie			dufteſt					nicht draußen im Freien		TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtba_potentially_smelly_passages_662.txt	annotator9.tsv
riechet	Laugen	Aſchen		nicht							SCIENCE_PHILOSOPHY_035G 1672 Lazarus Ercker Aula subterranea. Frankfurt (Main), 1672..txtab_potentially_smelly_passages_161.txt	annotator9.tsv
Wohlgeruch	Paraguaythee			ſehr viel einbüßt				Export			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1117.txt	annotator11.tsv
Wohlgeruch	Paraguaythee | Paraguaythee			Wohlgeruch							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1117.txt	annotator9.tsv
riechen			Die Geiſter								RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtac_potentially_smelly_passages_1316.txt	annotator9.tsv
geruchlos	Glycerin			abſolut							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtbi_potentially_smelly_passages_457.txt	annotator11.tsv
geruchlos	geruchlos | geruchlos			geruchlos | geruchlos | geruchlos							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtbi_potentially_smelly_passages_457.txt	annotator9.tsv
duftet	Gegenwart | Erinnerung										LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_176.txt	annotator11.tsv
duftet	Erinnerung und Gegenwart			duftet					unter der Linde		LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_176.txt	annotator9.tsv
riechenden	Urin		welche bey Leibes-Leben Raͤu - bereyen zu Land und auf dem Waſſer getrieben haben	ſtinkenden und ſtark							RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtaf_potentially_smelly_passages_1137.txt	annotator9.tsv
ſtinkenden	Pfuͤtzen			ſtinkenden							RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtaf_potentially_smelly_passages_1137.txt	annotator9.tsv
Geſtank	Urin		ein Raͤuber	Geſtank							RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtaf_potentially_smelly_passages_1137.txt	annotator9.tsv
Käſegeruch	Valerianſäure			eigentümlichen							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtax_potentially_smelly_passages_2315.txt	annotator11.tsv
reucht	ein Baum			ſo lieblich		als ein wol - riechende koͤſtliche Roſe		wann die Zimmer Leut das Holtz hieben / vnd außpolierten	im ſelbigen Land		TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtal_potentially_smelly_passages_468.txt	annotator9.tsv
riechende	koͤſtliche Roſe			wol							TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtal_potentially_smelly_passages_468.txt	annotator9.tsv
ſtincket	Aovaj			ſtincket | ſo vbel	kan niemand ſein Geſtanck außſtehen	als wie Knoblauch		wann man denſelbigen hawet oder brennet			TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtal_potentially_smelly_passages_468.txt	annotator9.tsv
Geſtanck	Aovaj		niemand	Geſtanck							TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtal_potentially_smelly_passages_468.txt	annotator9.tsv
duften	Deine langen Locken					wie der Hauch Gulilik					TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtag_potentially_smelly_passages_487.txt	annotator9.tsv
riechenden	Schweisse	Haut		widrig							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtag_potentially_smelly_passages_52.txt	annotator11.tsv
Geruch	Flüssigkeit			fauligen | unangenehmen							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtag_potentially_smelly_passages_52.txt	annotator11.tsv
riechenden	Schweisse			widrig							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtag_potentially_smelly_passages_52.txt	annotator9.tsv
Geruch	per anum entleerte Flüssigkeit | Erbrechen			unangenehmen | fauligen							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtag_potentially_smelly_passages_52.txt	annotator9.tsv
riechende	Druſenbranntwein			eigentümlich							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_67.txt	annotator11.tsv
riechende	Druſenbranntwein			eigentümlich					Aus dem Weingeläger		HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_67.txt	annotator9.tsv
Geruch	Blumen	die Waͤſche		angenehmen							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1674.txt	annotator11.tsv
Geruch	Blumen			angenehmen				bey die Waͤſche in eine Lade leget			HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1674.txt	annotator9.tsv
wohlriechende	Wurzel			wohlriechende							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1674.txt	annotator9.tsv
Witterung	von mir		Mein Hund		ist jetzt nachgelaufen .				drüben		TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtab_potentially_smelly_passages_497.txt	annotator9.tsv
schnupperte			Flock		winseln						TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtab_potentially_smelly_passages_497.txt	annotator9.tsv
Nase	ein Ballen Kaffee		Flocks								TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtab_potentially_smelly_passages_497.txt	annotator9.tsv
riechende	Flüssigkeit			fade							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_856.txt	annotator11.tsv
stinkende	Flüssigkeit										MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_856.txt	annotator11.tsv
riechende	Flüssigkeit		Bouillaud	fade					in den Dünndärmen		MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_856.txt	annotator9.tsv
stinkende	Flüssigkeit		Bouillaud	stinkende					in den Dünndärmen	häufig	MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_856.txt	annotator9.tsv
stin - kend	Cou - tentis der dicken Därme			stin - kend							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_856.txt	annotator9.tsv
Geruch	Blätter			duftigen							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1121.txt	annotator11.tsv
Geruch	Theeblätter | Theeblätter			duftigen							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1121.txt	annotator9.tsv
Luft	frische Luft			erquickend					vom See	Im köstlichen Sommermorgen	TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtab_potentially_smelly_passages_496.txt	annotator9.tsv
Wohlgeruch	der nahe Wald			Wohlgeruch | duftet | harzig						Im köstlichen Sommermorgen	TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtab_potentially_smelly_passages_496.txt	annotator9.tsv
riechen	ſie					wie Wacholder Wurtzeln					TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtal_potentially_smelly_passages_467.txt	annotator9.tsv
Verwesungsgeruch	Verwesungsgeruch				kaum mehr auszuhalten					Um 11 Uhr	LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2570.txt	annotator9.tsv
Verwesungsgeruch					kaum mehr auszuhalten				in der schwülen Luft		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2570.txt	ger.tsv
