Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
ro4785	foul|foul|fetid|fetid	the Humours	very foul|foul|small|fetid|fetid								My Patient took the Potion about Five in the Morning , and before Six she was taken with the most exquisite Travail - pains : A Messenger was dispatched for me , but , before I could come to her Assistance , she was delivered ; the Faetus came , with the Placenta , Membranes , and Humours , all whole , which were preserved until I came , which was soon after ; and , to my great Surprise , found the Faetus as before - mentioned .	I took out my Incision - knife , and divided the Membranes ; so took out the Faetus , with the Twist in the Navel - string , as it now appears ; the Membranes were very strong , but the Humours were very foul , and but small in Quantity , though not fetid .	My Patient , who is a Woman of Probity and good Understanding , declared , from strong Reasons , that she conceived at the Time above - mentioned , and was delivered as mentioned before ; the Twists in the Navel - string are Demonstration , that the Faetus moved in the Matrix , in the manner my Patient described .
ro4788	smell	the stem of the plant									As these applications of this plant are , I believe , wholly new to us , and unobserved by any preceding author , I shall lay before you a short history of them .	About the beginning of July the radical leaves are arrived at their greatest size and perfection , of which only the footstalks are used ; though , as far as may be judged from the smell , the stem of the plant is equally valuable .	These are stripped of their bark , and suspended in the sun in little bundles ; and as they grow dry , many of these bundles are tied together , and exposed again to the sun , until they have parted with all their humidity .
ro4807	fetid|fetid	Matter	fetid|fetid				she|from the Uterus				The Child was so far advanced in the Passage , that the Midwife declared , that in less than Two Minutes the Child would be in the World ; but , on the Woman ' s suddenly turning herself , the Child slipped from the Midwife , and could not be found by her again .	Previous to her being pregnant , she had been afflicted with the Venereal Disease , and had had a violent Discharge of a fetid Matter from the Uterus , and was then under the Care of Mr .	Balgay , Surgeon , who favoured me with being present when he opened the Body .
ro4807	fetid|fetid Gleet|Gleet	she|Gleet|Gleet	fetid|fetid								She had been salivated once or twice in our Hospitals , but to no Purpose .	After the Time of attempting to deliver her , to the Hour of her Death , she had prodigious Discharges of a fetid Gleet , and frequently indigested Matter with Blood from the Uterus .	There appeared a Tumour on the Right Side , which was moveable to the other , though its Attachment was chiefly to the Right .
ro4807	fetid|fetid	Ounces|Matter|Uterus	fetid|fetid								The Fimbriae were loose and fluctuating .	On examining farther into the Pelvis , there was near Six Ounces of fetid Matter lying between the Rectum and Uterus , which near its Neck was perforated , and the Parts were very rotten .	From its Neck almost to the Extremity of the Vagina , the Muscles of the Anus were nearly destroyed .
ro4821	whizzing|smell		sulphureous	in the air			I|I				This must have been a spark from this meteor , as the time he saw the star agreed with the time I saw the ball of fire .	I do not remember , that I heard any noise or whizzing in the air as it passed ; nor did any sulphureous smell attend it , that I could perceive .	I looked on my watch immediately after it was gone by , and found by that , it was just twenty minutes past five ; but , as I could not be sure that went right , I chose to mention the time in more general terms .
ro4838	smelled	It|of|of	strongly		like lampblack|of|of sulphur						` ` Blessed be God , notwithstanding the great devastations , that have been made in other parts of the world by earthquakes , we have been entirely free from any disaster of that nature : nor has any thing extraordinary happened in this country since you left it ; only on Monday the 20th October last , betwixt the hours of three and four in the afternoon , the sky being very hazy , as it uses to be before a storm of thunder and lightning , there fell a black dust over all the country , tho ' in greater quantities in some places than in others .	It was very much like lampblack ; but smelled strongly of sulphur .	People in the fields had their faces , hands , and linen , blackened by it .
ro4844	smell	Lutidine	most characteristic|less pungent|aromatic								/ 3 - lutidine , on the contrary , requires not less than twentyfive parts of water for solution , and does not present any signs of the very characteristic reaction of lutidine on warming the solution ; on the contrary , a mixture of water and 3 - lutidine , cloudy from excess of base , clears on warming .	Lutidine has a most characteristic smell , resembling that of its lower homologues , but less pungent , and more approaching to aromatic .	This smell is never altered in the least by any methods of purification .
ro4844	smell		organic						After boiling with nitric , chromic , or any other acid|on neutralization with an		This smell is never altered in the least by any methods of purification .	After boiling with nitric , chromic , or any other acid , the organic smell is given off on neutralization with an alkali .	All its salts , however purified , have the same smell on the additionl of an alkali .
ro4844	smell	All its salts	same						however purified|on the additionl of an alkali		After boiling with nitric , chromic , or any other acid , the organic smell is given off on neutralization with an alkali .	All its salts , however purified , have the same smell on the additionl of an alkali .	/ 3 - lutidine has also a most characteristic smell , having not the faintest resemblance to that of lutidine .
ro4844	smell	3 - lutidine	most characteristic		resemblance to that of lutidine						All its salts , however purified , have the same smell on the additionl of an alkali .	/ 3 - lutidine has also a most characteristic smell , having not the faintest resemblance to that of lutidine .	It cannot well be described , but , if anything , reminds one of nicotine ; but it is without the peculiar pungency of that base .
ro4844	smell	lutidine			of				No		It is also far more pleasant .	No treatment with acids or oxidizing reagents , and no amount of purification of its salt , causes the least alteration in the smell , or makes it approach , however distantly , to that of lutidine .	The vapour - density of lutidine , boiling at 1540 , was determined by Dr .
ro4847	smell|smelt	the Pines|the Pines				at Virginia	the Seamen|they|they|they	for one day			In my return for England we struck a Hauksbill Turtle , in whose Guts I found many of these Carvels ; so that it ' s manifest they feed thereon .	It is commonly asserted by the Seamen , that they can smell the Pines at Virginia several Leagues at Sea before they see Land , but I could receive no satisfaction as to this Point ; I could not discern any such thing when at a moderate distance , I fear much of this may be attributed to Fancy ; for one day there came three or four full sent to tell me they were certain they smelt the Pines ; but it afterwards proved that we were at that time 200 Leagues from the Shore , so that I was satisfied that was therefore mere Fancy .	Indeed we thought , by the general Accounts of the Ship , that we had been just on the Coast , but all were deceived by a Current we met with , that at that time set about South - East , or East South - East , which when once becalmed we tried thus : We hoised out a Boat , and took one of the Scuttles that covered one of the Hatches of the Ship , tying thereto a great Weight , and a strong long Rope , we let it sink a considerably Depth , and then fastning it to the Boat , it served as an Ancor , that the Boat could not drive ; then with the Glass and logg Line we found the Current set , as I say , Eastward , at the rate of a Mile and a half an hour .
ro4847	Smell		perfect Sulphureous								I have seen several vast Oaks and other Timber Trees twisted , as if it had been a small Wilow that a Man had twisted with his Hand , which I could suppose had been done by nothing but the Thunder .	I have been told by very serious Planters , that 30 or 40 years since , when the Country was not so open , the Thunder was more fierce , and that sometimes after violent Thunder and Rain , the Roads would seem to have perfect casts of Brimstone ; and it is frequent after much Thunder and Lightning for the Air to have a perfect Sulphureous Smell .	Durst I offer my weak Reasons when I write to so great Masters thereof , I should here consider the nature of Thunder , and compare it with some Sulphureous Spirits which I have drawn from Coals , that I could no way condense , yet were inflamable ; nay , would burn after they passed through Water , and that seemingly fiercer , if they were not over - power ' d therewith .
ro4851	smell	the					this Animal				The Heathens of Jakuti , Tu ngusi , and Ostiacki , say , That they continually , or at least by reason of the very hard Frosts , mostly live under Ground , where they go backwards and forwards ; 10 con2 firm firm which , they tell us ~ That they have often seen the Earth heaved up , when one of these Beasts was on the March , and after he was past the Place , sink in , and thereby make a deep Pit .	They further believe , that if this Animal comes so near the Surface of the frozen Earth , as to smell , or discern the Air , he immediately dies , which they say is the Reason that several of them are found dead on the high Banks of the River , where they unawares come out of the Ground .	This is the Opinion of the Infidels concerning these Beasts , which are never seen .
ro4876	Smell	the Smoke|of some Leaves of Books	most violent Sulphurous				we				of the Four Monarch .	to give them a sight of the Succession , and also somewhat in Geography , of which I usually taught them a Lesson in the Afternoon ; so that in Order thereto , the most part of them were standing about me in the School hard by my Chamber Door ; The Two foresaid Claps of Thunder being over , we thinking nothing of them ; and now there being a great Shower of Hail , on a sudden there happened such a Flash of Lightning which I saw , and as I thought filled the whole House ; but of the Clap I mind nothing , but only I think that I heard as it were some sharp clink or sound ; but our Neighbours in the Town , such as the Minister and his Wife told , they never heard a louder : But however , I think all our Loss was by the Fire , which was over in an Instant , and after which we had Darkness in the School , by reason of the Smoke , with a most violent Sulphurous Smell , and the burning of some Leaves of Books .	If there were any Bolts I cannot tell , for I have searched diligently , but have found no such thing ; there is indeed several Breaches in the Walls , and its even to the Admiration of many , ( if Providence had not so ordered ) how the School could have stood , for there is Five Breaches in the Walls , to wit , one in the Roof , exactly in shape like a Cannon Ball , another under the Chimney , a third came through the back Wall , and quite through the other Wall opposite to it , and the Chimney was split in pieces , and some that came to the School - door and made a breach there , renting the Stones in pieces , and carried them out : There were Four of us killed , to wit , a Son of James Chiens , and George Gordons in Ardo and Alvy in the Parroch of Old Deer , with a Brother of my own , and many of the rest hurt , having their Legs or Arms Ruined , but are all , I thank God Recovered ; and as for my self , I never was in greater danger , for there was one killed before me , another at my left hand , and not half a Foot from me there was a breach made in the middle Wall of my Chamber , and yet , I thank God I received no hurt , only I was bled in the Mouth , but how I cannot tell ; as to the Childrens Bodies that were killed , really I cannot give you so very distinct an Account , for I was a little Confused at the time ; but however I looked them , but found none of their Bones broken , save my Brother had a cut in his Head ; and all of them , where they received the Strokes had their Cloaths cut , as if it had been eat out with Rats ; they all received their Strokes on their Vital Parts , as about the Shoulders , which were in Colour of a Brownish Black .
ro4885	smell	the leaves	somewhat sowrish								Then I looked upon the leaves of the Plant .	They were not withered , though they were not grown ; only the leaves had in the middle a little changed their colour , and had a smell somewhat sowrish ; but the next morning the plant was quite spoiled .	We may believe that the pressure of the Air had made the water enter into this plant with so great a violence , that thereby it had , as ' twere , mortified the parts , especially in the middle where the leaves were most tender ; but this water still kept the leaves extended , and so they withered not ; but , when the Air came to act upon them , the parts of the Plant that had so much suffered were soon corrupted by it .
ro4888	fume|Scent	its						three hours			These Worms are not only destructive to Corn , but are also in old Timber , Books , Boxes , Woollen Stuffs , and the like .	This being so Destructive and Prolifique an Insect , for of Seventy Eggs I found but one Barren , and three with dead Worms , I thought of a way to destroy them , which is thus : I took a Glass Vessel , and put into it Eight Moths , and firing some Brimstone therein , they were soon killed by its fume : and three hours after putting some more Moths into the Vessel , the Scent that remained therein killed them ; from hence guessing at what might serve for a larger Room , I took for a Granary 24 Foot long , and 16 broad , 1 / 4 of a Pound of such Brimstone , prepared so as Wine - Coopers use to do for their Casks , which ( securing it from danger of firing the Room ) I placed in the midst of the Room , and setting it on fire , left it , shutting the Door , and after two days I came again , and found some Moths alive on the Walls , but not a tenth of what used to be there , and which I judged might get into the Room through the broken Glass of the Window , or they might have crept out of the Aurelia after the Smoke was over : Wherefore the best way is to smoke the Room as soon as the Moth appears , and that for some days successively , which is but a small charge .	And in Autumn it would do well to sweep the Worms off the Walls , for being a tender Infect , they are easily killed .
ro4895	aromatic|aromatic	Crude furfurol|oil|metafurfurol	aromatic|aromatic				I				Furfurol is also produced by boiling any kind of madder with solution of sulphate of aluminium .	Crude furfurol , whether obtained from madder , bran , sawdust , or any other of its usual sources , is always contaminated with another aromatic oil , which I called metafurfurol .	This has a higher boiling - point , and oxidizes more readily than furfilrol , so that by repeated rectification almost the whole of it is converted into a brown resinous matter , which remains in the retort .
ro4895	odour	It	much more agreeable								A much simpler and more effective method , however , of purifying furfurol from this substance consists in digesting it for some hours with very dilute sulphuric acid , to which small quantities of acid potassium chromate are added from time to time ; this effectually destroys the metafurfurol and other impurities , so that the furfurol which distils over after being separated from the water and dried over fused chloride of calcium has a constant boiling - point of 161 ? C .	It has a much more agreeable odour than before , is nearly colourless , and may be exposed to the air under a layer of water for months , without any considerable increase of colour .	Its refractive index for the D line at 20 ? C .
ro4895	aromatic|aromatic		aromatic|aromatic								These were quinidine , coniine , sparteine , and theine .	It appears , therefore , from these experiments , that it is only the bases of the aromatic series which combine with furfurol to yield these peculiar - coloured salts in a crystalline state .	I cannot conclude this paper without acknowledging the very efficient aid I have received from my assistant , Mr .
ro4900	smell	of|of the|the nitriles|nitriles of the fatty acids			of|of the|the nitriles|nitriles						I have only examiined those which were derived from diamvl .	The liquiid was neutralized with sodium - carbonate , the diamyl separated and distilled ; after the hydrocarbon had passed over , the thermometer rose , and between 230 ? - 235 ? a small quantity of a yellowish liquid passed over , which had the characteristic smell of the nitriles of the fatty acids .	On heating it with an alcoholic potash solution , ammonia was giveni off .
ro4900	odour	of the distillate	characteristic								67 per cent .	Ag ; yet the characteristic odour of the distillate leaves no doubt that a considerable quantity of valerianic acid was present , which must have been mixed with a lower member of the fatty acid series .	I soon found that acetic acid was present ; for on distilling the residue in , the retort and collecting separately the last dlistillate , a liquid was obtained which smelt of acetic acid .
ro4900	smelt	of acetic acid									Ag ; yet the characteristic odour of the distillate leaves no doubt that a considerable quantity of valerianic acid was present , which must have been mixed with a lower member of the fatty acid series .	I soon found that acetic acid was present ; for on distilling the residue in , the retort and collecting separately the last dlistillate , a liquid was obtained which smelt of acetic acid .	It was converted into the silver - salt .
ro4900	smell	It|hydrogen sodium	pleasant fruity								The greatest portion boiled betweeni 97 ` - 12020 , and distilled on rectification nearly wholly between 95 ? - 100 .	It had a pleasant fruity smell , and formed with hydrogen sodium - sulplhite a crystallilne compournd .	The analysis yielded the following results : 0 ' 3080 substance gave 0 7740 CO2 and 0 , 3220 12 0 .
ro4900	odour	little amylacetate|of it			resembled that of this ether						ws 19 99 100 0 The only simple formula which can be calculated from these numbers is C5 11O 0 , although the quantity of carboin is I per cenit .	short ; probably it contained a little amylacetate ; the odour of it certainly resembled that of this ether , and , as the folloving calculated compositions of C , H110 0 and of amylacetate show , such1 an admixture would lower the percenltage of carbon .	Calculated composition of C .
ro4900	odour	of amylvalerate|it									1860 24 62 100 00 100 00 How this compound , which without doubt was an aceton , has beeil formed I am at a loss to understand .	The very small quiantity of liquid boiling above 1200 consisted chiefly of amylvalerate ; at least it had the odour of this ether .	I should have wished to be able to give more definite results , but the preparation of amyl alcohol from petroleum is difficult and requires a very lonig time .
ro4904	stinking|stinking viscous|viscous	Balsom	stinking|stinking viscous|viscous								one of his Wives in the Haram the Circumstances of which he relates together with a Description of theWomen , and their Manner of Living in that Recluse ; the other Patient was Brother of the Nobob ; he stayed here and visited several Places , as an Emperor ' s Palace gone to decay , then an ancient City called , Dunginesse , cut out of a Mountainous Rock , with a Temple and other spacious Halls , not inferior for Antiquity , Workmanship , Water , and other Conveniences to those of Canorine , now left a desolate Habitation for Bats and Wasps .	From hence he describes his Ascent to the Top of a Hill accessible but by Seven Gates , where the Nabob ' s Brother was Governor ; where how he was treated , and what else he took notice of he relates , as great Granaries hewed out of Stone , at first supposed for some Religious Use , because of their delicate ingraving ; there are several Tanks filled with Butter of Four Hundred Years standing , prized by the Gentiles as high as Gold for its Virtue to cure old Aches and sore Eyes , a present of some of which taken out of one of them opened on purpose , was made him , being a black stinking viscous Balsom ; there were also Tanks for Water , also Two unshapen Sakers , each 22 Foot long out of which not long before , a Bullet Shot had killed a Rajah at Two Course off , which made a Bonfire of Two of his Ladies , and Twenty Domesticks to attend him in another World , as his Physician , Barber , Washerman , Horsekeeper , & amp ; c .	a usual Heathen Custom .
ro4921	smell|effluvia	the electrical	the least				he				Now the globe being turned could draw no fire from the floor through the machine , the communication that way being cut off by the thick glass plate under the cushion : it must then draw it through the chains , whose ends were dipped in the oil of turpentine .	And as the oil of turpentine being in some degree an electric per se , would not conduct what came up from the floor , the electricity was obliged to jump from the end of one chain to the end of the other , which he could see in large sparks ; and thus it had a fair opportunity of seizing of the finest particles of the oil in its passage , and carrying them off with it : but no such effect followed , nor could he perceive the least difference in the smell of the electrical effluvia thus collected , from what it had when collected otherwise ; nor does it otherwise affect the body of the person electrified .	He likewise put into a phial , instead of water , a strong purging liquid , and then charged the phial , and took repeated shocks from it ; in which case every particle of the electrical fluid must , before it went through his body , have first gone thro ' the liquid , when the phial is charging , and returned through it when discharging ; yet no other effect followed than if the phial had been charged with water .
ro4921	smelt|odour|smell	the electrical fire|gold|gold|silver|silver|copper|lead|iron|wood|the human body	the same				He|he		when drawn thro ' gold|gold , silver|silver ,		He likewise put into a phial , instead of water , a strong purging liquid , and then charged the phial , and took repeated shocks from it ; in which case every particle of the electrical fluid must , before it went through his body , have first gone thro ' the liquid , when the phial is charging , and returned through it when discharging ; yet no other effect followed than if the phial had been charged with water .	He has also smelt the electrical fire , when drawn thro ' gold , silver , copper , lead , iron , wood , and the human body , and could perceive no difference ; the odour being always the same , where the spark does not burn what it strikes ; and therefore he imagines , that it does not take that smell from any quality of the bodies it passes through .	There was no abridging this experiment , which I think very well conceived , and as well conducted , in a manner to make it intelligible ; and therefore I have laid the author ' s words nearly before you .
ro4924	Smell		so putrid|deadly|extremely nauseous								Rose , the Wife of Mortaugh Mac Cornwall , of the Parish of Tullylish , Barony of Clare , in the Year 1741 , about the latter End of May , or the Beginning of June , being in the 37th Year of her Age , and Mother of several Children , conceived , as usual ; but , in two or three Days after , felt an excessive unnatural kind of Pain in the Matrix , which continued , with frequent Faintings , a depraved Appetite , and an exceeding great Weakness , till her Child quickened ; after which she proceeded reasonably well in her Pregnancy to the End of nine Months ; and then , her Child alive , and every thing right ( as the Midwife thought ) , she fell in Labour , which lasted , with proper Child bearing Pains , for twenty - four Hours , but could not be delivered ; and her Labour leaving her , the Child was no more observed to stir .	In a Month after , her Labour returned , and , with many regular Throws , continued twenty - four Hours more , but to no Purpose , save the discharging of some Quantities of black corrupted Clods of Blood ; of which kind also she threw up much by Vomit : Then her Labour left her entirely ; and soon after she felt the decaying of the Flesh of her Infant , and the Discharge thereof both by the Matrix and Anus , with so putrid and deadly a Smell as was extremely nauseous both to herself and others about her .	Thus she lived for upwards of twelve Months , and , at that Period her Pains increasing to Excess , she began the discharging of the Bones , which , to the Number of 80 and upwards , she voided wholly by Siege ; 14 the first Day , and 2 , 3 , or 4 , at a time afterwards for the Space of twelve Months or more , with most intolerable Pains at the voiding of each Bone , especially a broad Piece of the Scull : So that , from her Conception to the Day of her Death , which was the 4th of April last , makes up near four Years ; during most of which Time , never was a more calamitous Creature : For three Years , scarce a Day without suffering most exquisite Torture , being also attended with frequent Faintings , a continual Want of Appetite , and an almost perpetual Looseness ; insomuch that it is miraculous how she lived , not eating all that long Space so much as would have sustained a sucking Infant ; even the very Liquids , at length , not lying a Moment in her Stomach ; by which means she became quite emaciated , and dismal to look at , not being able to move from one Posture to another , or to be moved , without fainting at every the least Touch or Motion .
ro4927	smell	of|of acetic|acetic acid|acid	most distinctly	a distillate	of|of acetic|acetic acid|acid				Subsequent distillation|with excess of dilute sulphuric acid		After the completion of the reaction , the resulting solid was treated with a little mercury , in order to convert any free sodium into an amalgam , which would not decompose water with too great violence .	Subsequent distillation of the product , with excess of dilute sulphuric acid , yielded a distillate having most distinctly the smell and taste of acetic acid .	This acid distillate was redistilled , when it proved to be free from sulphuric acid .
ro4933	odours					thro ' the pores of glass	the Italians				This treatise , from the misfortune which we labour under from the present bad state of health of our excellent president , to whom it was sent , has not as yet been presented in form to the Society ; but as you have already much interested yourselves in investigating the truth of the facts , which occasioned this publication , I take the liberty , from a copy thereof sent me at the same time by my kind friend and correspondent the Abbe Nollet , to lay before you a short account thereof .	This indeed may be now thought less necessary , as , since the Abbe ' s journey to Italy , and our want of success here in our attempts to do the like , every body has considered what the Italians printed upon the transmission of odours thro ' the pores of glass , and upon the subject of medical electricity , Read March 12 , electricity , as too hasty a publication .	Mr .
ro4933	odours	some					the Society|he				Mr .	Winkler however from Leipsic sent to the Society , long since these publications , some tubes and globes , which he said had transmitted odours from electrising .	What he conjectured the glasses would do , fell infinitely short of what he first gave out ; but even after the most careful trials , and complying with his instructions most scrupulously , we were disappointed in our expectations .
ro4933	odoriferous|odoriferous|odorous|odorous	substances	odoriferous|odoriferous|odorous|odorous	the glass							The gentlemen concerned in conducting these experiments divided them into three classes .	The first class contains a series of experiments made with tubes and globes containing odoriferous or other substances , in order to observe , when these were closely stopped , whether the odorous , as well as other effects of the substances included , would pervade the glass .	The second class includes experiments made with tubes and globes , which have nothing within them ; but the persons electrised hold in their hands , or sometimes place under their naked feet , odoriferous , purging , or even the most poisonous substances , in order to observe , whether the persons electrised in this manner would be sensible of the effects of these substances .
ro4933	odoriferous|odoriferous		odoriferous|odoriferous				the persons				The first class contains a series of experiments made with tubes and globes containing odoriferous or other substances , in order to observe , when these were closely stopped , whether the odorous , as well as other effects of the substances included , would pervade the glass .	The second class includes experiments made with tubes and globes , which have nothing within them ; but the persons electrised hold in their hands , or sometimes place under their naked feet , odoriferous , purging , or even the most poisonous substances , in order to observe , whether the persons electrised in this manner would be sensible of the effects of these substances .	The third class gives us a series of experiments different from the two former , in which the substances before - mention ' d are mixed with the water , as in making the experiment of Leyden .
ro4933	odoriferous|odoriferous	substances	odoriferous|odoriferous								These gentlemen tried sulphur powdered , camphor , musk , of all known bodies the most remarkable for its subtilty , volatile sal armoniac , a mixture of turpentine and storax , powder of Benjamin .	These odoriferous substances were all severally put to trial in glasses closely stopped , and electrised a reasonable time .	After the experiment , there appeared neither in the skin of the persons electrised , nor in the matter they perspired , in their beds , nor about their cloaths , any odours of the substances contained , sufficient to impose upon the most credulous persons .
ro4933	odours	of the substances		their cloaths			the persons electrised		After the experiment		These odoriferous substances were all severally put to trial in glasses closely stopped , and electrised a reasonable time .	After the experiment , there appeared neither in the skin of the persons electrised , nor in the matter they perspired , in their beds , nor about their cloaths , any odours of the substances contained , sufficient to impose upon the most credulous persons .	They next tried in the same manner , whether the usual effects of medicines would be obvious in the persons electrised ; and for this purpose quicksilver , gamboge in powder , and liver of antimony , were employed ; but , contrary to what had been before published , not the least of their effects were observable .
ro4933	smell	the electrised glass|of the Benjamin					one of the company|his				In making the experiment of Leyden , the stroke then was very severe to the observer , who drew the snap by accident from the wire of the phial .	There was no one of the company , who was not desirous of bringing his nose near the electrised glass , in hopes of perceiving the smell of the Benjamin .	Some of the company stood upon the resin , and holding their hands either upon the iron bar or the phial , caused themselves to be electrised twenty or thirty minutes ; but no one could perceive the least smell of the Benjamin , not even in the hand , that touched the phial .
ro4933	smell	of the Benjamin	the least								There was no one of the company , who was not desirous of bringing his nose near the electrised glass , in hopes of perceiving the smell of the Benjamin .	Some of the company stood upon the resin , and holding their hands either upon the iron bar or the phial , caused themselves to be electrised twenty or thirty minutes ; but no one could perceive the least smell of the Benjamin , not even in the hand , that touched the phial .	They * The author of this account has considered this matter in a paper communicated to the Royal Society some time since .
ro4934	stinking|stinking	Fish	stinking|stinking								Experiment X .	THinking it fit to try , as well , Whether stinking Fish that shines be of the same nature , as to Luminousness , with rotten Wood that shines too ; as , whether the withdrawing of the Air will extinguish or eclipse the Light of a considerable bulk of luminous matter , as in the Experiments hitherto made , we found it would do to a small one : We took a Fish that we had kept , and caused to be watched ' till it was almost all over Luminous , though much more in the Belly , and some parts of the Head , than elsewhere : And having suspended him in a conveniently shaped Receiver , we found him to give so great a light , that we suspected beforehand , that the withdrawing of the Air would hardly have its full operation upon a Body , whose bulk was considerable , as well as its light very vivid , and which had many luminous parts retired to a pretty distance from the Air .	Accordingly having exhausted the Receiver as much as we were wont , it appeared indeed , especially towards the latter end of the operation , that the absence of the Air did considerably lessen , and in some places eclipse the light of those parts that shone less strongly .
ro4957	odor	of Sulphur|of Onions									A dry substance , affirmed to have continued shining two years , flashed .	Seemed to partake of the odor of Sulphur and of Onions .	It fired Gunpowder first warmed .
ro4959	fumes		acid								Though no change is produced in corrosive sublimate by oil of turpentine under the influence of light , a considerable action and mutual decomposition is the result of a mixture of the two being gently heated .	On the application of a gentle heat to corrosive sublimate in fine powder moistened with oil of turpentine , the mixture becomes of a fawn colour ; there is a sudden and considerable elevation of temperature , acid fumes are generated , calomel is formed , and if the heat be raised , a residue of carbon is obtained .	The results appear to be modified by the proportions of the two substances : when the quantity of corrosive sublimate is large , the whole of the oil appears to be completely decomposed , and the products are , liquid muriatic acid , calomel , and charcoal : when the oil is in excess , the part that escapes decomposition , passes over 859 impregnated with muriatic acid ; and , judging from its smell , appears to contain a minute quantity of artificial camphor .
ro4959	smell	its									On the application of a gentle heat to corrosive sublimate in fine powder moistened with oil of turpentine , the mixture becomes of a fawn colour ; there is a sudden and considerable elevation of temperature , acid fumes are generated , calomel is formed , and if the heat be raised , a residue of carbon is obtained .	The results appear to be modified by the proportions of the two substances : when the quantity of corrosive sublimate is large , the whole of the oil appears to be completely decomposed , and the products are , liquid muriatic acid , calomel , and charcoal : when the oil is in excess , the part that escapes decomposition , passes over 859 impregnated with muriatic acid ; and , judging from its smell , appears to contain a minute quantity of artificial camphor .	From the calomel that is mixed with it , and which rises with it , forming a very dense white vapour , it is not easy , on a small scale of experimenting , to demonstrate the actual formation of camphor .
ro4959	fumes	oil of almonds	acid						when heated with corrosive sublimate		I believe , that changes very similar take place , when corrosive sublimate is heated with other oils , both volatile and fixed .	Of the latter , I have tried one only , oil of almonds ; when heated with corrosive sublimate , it immediately blackens , and acid fumes are disengaged .	They give off either immediately or from the connecting commissure , the following nerves : 1 .
ro4962	Olfactory|Olfactory		Olfactory|Olfactory								2 .	Olfactory , to the tentacles .	3 .
ro4962	olfactory|olfactory	ALDEIR|HANCOCK	olfactory|olfactory								Accessory ganglia may be developed upon all these nerves .	They are found upon the labial nerves in Gasteropteron , three upon each side ( SOULEYET and BLANCHARD ) ; upon the olfactory nerves in many Nudibranchiata ( ALDEIR and HANCOCK , SOULEYET , & amp ; c .	) ; upon the optic nerves in Cephalopoda and Heteropoda .
ro4966	stinks	of Brine|it	Atramentous		of Sulphur	At Northwich|in all the Pits			upon the Weever in 4 Pits		I do only yet doubt of the existence of Bitumen for I cannot find the Floating Scum when dried to have any such thing in it .	At Northwich in ~ upon the Weever in 4 Pits is great plenty of Brine , it stinks of Sulphur Apparently in all the Pits ; it becomes Atramentous with Galis .	Here are used Sand Pans , which are let down in the Corners of the great Iron Boilers , before the Salt shoots into grains , and these catch the Sand .
ro4966	smells	This water			like Sulphur			upon|upon a few days	upon|upon		Here , and at Midlewich , also at Nantwich and all along the River Weever , which are places many miles distant , sink on either side of the River , and you will scarce miss of Brine , as I was credibly informed by the most knowing men in that particular : But yet it proves a venture whether the Brine will be strong enough to boil , and turn to Account ; and for this Reason their Pits sometimes fail them , to their great loss ( as they showed me one , which had been wrought to very great profit , ) by a small sweet Spring breaking into it , and sometimes the River Weever it self does them this mischief .	A ~ upon the same River , is one very large Brine - Pit : This water also plainly smells as it were corrupted , or like Sulphur , but notoriously upon a few days forbearance of the Pi .	It becomes Atramentous with Galls .
ro4966	stinks	The water of these Pits			like Rotten Eggs			especially|especially after Sundays rest	especially|especially		Here also is no news or knowledge of any Sand at all .	The water of these Pits stinks like Rotten Eggs , especially after Sundays rest : And ( N .	B .
ro4966	stink	it						in 12 Hours	if flesh be pickled in		B .	) will , if flesh be pickled in them , make it stink in 12 Hours .	And yet the Salt that is boiled out of these Pits is accounted the very best inland Salt of England , and I believe as good as any in the world .
ro4966	smell	Sulphur|Brine Pits	little offensive								I shall add by way of Corollary , 1 .	That all our York - shire Well called Sulphur Spaws ( which are many ) are no other then so many Brine Pits , and if they were well drawn and wrought would be as little offensive in smell .	2 That this Stone - powder is also to be found adhering to the Iron - pans , where the Sea - water is boiled into Salt , as it is at Shields in the Bishopric of Durham ; But I do not remember it to be in the lead pans at Med p and Milthrop in Lancashire where the Sea Sands are lixiviated , and that Lixivium boiled into Salt ; nor is it remembred in the acb John Collins S .
ro4966	stinking|stinking	Yorkshire|Wells	stinking|stinking								52 .	count given c of the making of Sea - Salt by Insolation ; Nor could I observe it in the least in distilling of Seawater in a Glass still , or in the Yorkshire stinking Wells , of which a good quantity is yearly made for Medical use or rather Curiosity to vend to Strangers .	N .
ro4969	scent	the Rice|of Musk							by boiling		2 .	That in the road from Suratte to Agra , by the way of ~ and Seronge , there is a Village , called Navapoura , where the Rice , which is less than other rice , acquires the scent of Musk by boiling .	3 .
ro4969	smell	the sweat of the child			of fish						She being well delivered not long after , the kinsmen of the defunct , people of credit , would maintain that the child was not legitimate .	The Governor , endeavouring to know the truth hereof , consulted with some Physicians , who desired , that the child might be brought into a bath , and that , if the remedy , by her used , were true , the sweat of the child would smell of fish .	Which being done , the matter fell out according to what the Physicians had predicted : Whereupon the Estate was by the Governor adjudged to the child .
