Book	Smell_Word	Smell_Source	Quality	Sentence
gallica1183	exhaler|parfum		faible	Comment se trouvait - elle , l ' étrangère , ainsi transplantée et perdue ? Pourquoi venait - elle là , précisément à cette heure , à ses yeux , entr ' ouvrir sa corolle jaune , exhaler son faible parfum ? .
gallica1183	parfumé	herbes|foin		Elle s ' appelait Sophie , et , toute petite \ m ' elle était alors , comme elle était dévouée , prévenante et gracieuse ! Quand Maxime était triste , elle chantait d ' abord pour le consoler , et riait ensuite pour le faire rire ; quandil était fatigué , elle fauchait de ses mains frêles une gerbe d ' herbes fraîches ou de foin doux et parfumé ; il posait sa tète dessus , au pied d ' un buisson , et Sophie accrochait son tablier blanc aux branches vertes des coudriers pour en faire une tente .
gallica1183	odeur	poudre		Que je sente l ' odeur de la poudre , que j ' entende l ' appel des trompettes , que je voie encore la couleur du sang , du sang russe , du sang ennemi , et mes souvenirs seront effacés ! .
gallica1183	odorante	vapeur		Mais Semenko était là , accroupi sur un coussin , le regard sérieux , les lèvres fixes , les mains pendantes , et , près du foyer , une femme voilée , à la taille élégante et fine , présentait à la flamme un vase de terre d ' où s ' échappait une odorante vapeur .
gallica1183	parfumée	eau|menthe|cumin		Alors il l ' approcha des lèvres d ' Alexis , et le jeune homme se sentit ranimé , après avoir bu quelques gorgées d ' une excellente eau - de - vie parfumée de menthe et de cumin .
gallica1183	parfumées	herbe		Ici des fossés profonds la sillonnaient ; là s ' élevaient d ' âpres talus recouverts de naissante verdure , vieux retranchements inutiles , vestiges du passé dont le temps emportait chaque jour quelques poignées de poussière , que la pluie du ciel dégradait en les arrosant , et que l ' herbe aux Tartares enserrait dans ses tiges parfumées .
gallica1183	parfumées	herbes		rëuses , les herbes parfumées ; où le vent passe et murmure sur les lombes modestes , mais immortelles , des héros du passé .
gallica1183	parfum	violette	suave	La moustache en brosse élait devenue une moustache en croc , grâce à un puissant renfort de cosmétique ; et , enfin , le général , au lieu de sentir l ' oignon , répandait ordinairement autour de lui le suave parfum de la violette .
gallica1183	parfum	violette	suave	La moustache en brosse élait devenue une moustache en croc , grâce à un puissant renfort de cosmétique ; et , enfin , le général , au lieu de sentir l ' oignon , répandait ordinairement autour de lui le suave parfum de la violette .
gallica1183	parfumée	herbe		Pas à côté des morts , certainement , continua - t - il en voyant une expression d ' horreur se peindre sur quelques - uns de ces rudes visages , mais bien sur ce versant , où la pente est douce et l ' herbe parfumée .
gallica1183	parfum	roses		Le froid de la tombe et le repos de la mort lui semblaient cent fois plus précieux , plus doux que l ' éclat de ce beau ciel , le parfum de ces roses .
gallica1183	odeur	bottes de foin	fraîche|enivrante	La fenaison de juin venait de les remplir , et les bottes de foin , qui s ' y dressaient en piles , atteignant le plafond , y répandaient une odeur à la fois fraîche et enivrante .
gallica1183	odeur	bottes de foin	fraîche|enivrante	La fenaison de juin venait de les remplir , et les bottes de foin , qui s ' y dressaient en piles , atteignant le plafond , y répandaient une odeur à la fois fraîche et enivrante .
gallica1183	senteur	pois		de pois de senteur y fleurissaient , fournissant une douce nourriture à un essaim d ' abeilles , dont la petite ruche se voyait dans un coin .
gallica1183	odeur	chèvrefeuille	douce	me fait si grand plaisir de me tenir en plein air , voyant autour de moi les prés , les haies , les arbres , tout près de moi ce chèvrefeuille qui a une si douce odeur ! Et puis de travailler , de chanter , avec les abeilles ! — Ainsi , tu travailles ici depuis ce malin , jeune fille , et tu n ' as vu passer personne ? demanda l ' un des agents .
gallica1183	odeur	chèvrefeuille	douce	me fait si grand plaisir de me tenir en plein air , voyant autour de moi les prés , les haies , les arbres , tout près de moi ce chèvrefeuille qui a une si douce odeur ! Et puis de travailler , de chanter , avec les abeilles ! — Ainsi , tu travailles ici depuis ce malin , jeune fille , et tu n ' as vu passer personne ? demanda l ' un des agents .
gallica1183	odorant	foin		Là , après en avoir enlevé pour leurs chevaux bon nombre de bottes de fourrage , ils s ' étaient étendus avec délices sur ce foin odorant , tout en échangeant leurs réflexions et en fumant leurs pipes .
gallica1183	odeur		pénétrante	Bientôt jaillit une fumée épaisse ; une odeur pénétrante se répandit dans la grange ; les tiges d ' herbe desséchée commencèrent à s ' allumer en pétillant .
gallica1184	odeur		la plus suave	Le plus souvent nous traversions de belles vallées émaillées de fleurs , d ' où partait l ' odeur la plus suave , et qu ' arrosaient de nombreux ruisseaux dont le doux murmure interrompait setil le 58 C .
gallica1184	parfumaient|odoriférantes	fleurs		Sur le àoir , nous descendîmes sur ses rivages , d ' où nos yeux de promenaient avec encliaritemént sur 1 dé supérbès coteaux couverts de vignes el d ' oliviers ; des bosquets de limonadiers ^ d ' orangers et de citronniers parfumaient Pair de leurs fleurs odoriférantes , et charmaient à là fois la vue par la , couleur dorée de leur ; fruits .
gallica1191	odeur|odeur			le bois de Boulogne de Nancy , qui ne subsiste plus ; plus loin , du côté opposé , est une rue conduisant au cimetière Saint - Nicolas , dans lequel reposent plusieurs hommes qui ont illustré leur patrie par leurs talents ou par leurs vertus : Michel Leclerc , garde - des - sceaux de la chancellerie près le parlement de Metz , mort en 1778 } Charles - François de Bourgogne , célèbre avocat consultant ( 1801 ) ; le peintre paysagiste Charles Claudot ( 1805 ) ; Joseph - François Coster , premier commis des finances , sous le ministre Necker , académicien distingué , né à Nancy en 1729 et mort en 1813 } Mandel , doyen des pharmaciens et membre de l ' académie ( 1820 ) } François - Philippe de Piosières , gentilhomme de Laveline , ancien substitut du procureur - général près la cour des comptes de Lorraine , et son épouse , morte en odeur de sainteté ; JeanBaptiste Lafilte , docteur en médecine et membre de l ' académie de Nancy ( 1808 ) ; Jean - François , Michel , directeur de l ' école secondaire et membre de l ' académie ( l 808 ) } le père Doré , jésuite , auteur des cantiques spirituels , mort en odeur de sainteté ; enfin , l ' évêque Nicolas , auquel la reconnaissance des Nanceïens et leur admiration pour ses vertus fit élever un superbe mausolée , sur lequel on grava le plus bel éloge que l ' on puisse faire d ' un homme } éloge qui répond à toutes les accusations qui furent dirigées contre ce prélat .
gallica1192	odeur	pétrole|sang		Mais , dans ce vote , nous trouvons des manifestations à odeur de pétrole et de sang , présage de troubles nouveaux .
gallica1195	odeur		mauvaise	LE TÉMOIN : On m ' a dit que ledit colonel avait été cassé ; cependant , depuis , j ' ai su qu ' il était au fort d ' Issy ; mais il était déjà en mauvaise odeur à la Commune .
gallica1197	vapeurs	foie de soufre		VII , chose que de la mine de plomb blanche ou verte , plus ou moins dénaturée par des vapeurs de foie de soufre , due sans doute à la décomposition spontanée des pyrites martiales lorsque l ' altération est légère , le minéral n ' en fait que changer de couleur ; mais l ' action continue de la vapeur va quelquefois jusqu ' à déloger entièrement l ' acide méphitique , et le soufre qui le remplace régénère alors la galène en s ' unissant à la terre métallique du plomb qui passe à ce nouvel état , sans changer de forme qu ' elle de voit à son union précédente avec l ' acide méphitique .
gallica1198	odorante	vie		Leur jeunesse et leur vie n ' y sont révélées que par la courbe de leur teinte et par sa qualité ; exemple : ces miracles de fraîcheur et de vie odorante : le visage de la femme à l ' ombrelle noire et celui de l ' enfant vêtu de blanc , aux traits évoqués , non précisés .
gallica100	parfums	FEm|pyrée		Mais voilà des parfums de FEm = pyrée .
gallica107	odeurs		sans	Quoi ! j ' irais , Sévïgné , pour former ta guirlande , Aux parterres de la Hollande Demander leur trésor factice et sans odeurs ! Non , des champs , des jardins mêlant toutes les fleurs .
gallica112	parfum	rose	doux	D ' un esprit dépravé funestes argumens i ! Tu ne crois , me dis - tu , que ce que tu comprends ? Mais tu ne crois donc pas à ta propre existence ? Car enfin comprends - tu par quel pouvoir immense , Trituré dans ton corps par un levier puissant , Le pain porte la vie à ce corps défaillant ? Comment la sève active , au lever de l ' aurore , Métamorphose en fruit la fleur qui vient d ' éclore ? Par quel ressort caché , comment la rose enfin , Exhale un doux parfum en entr ' ouvrant son sein ? 1 Si cette pièce eût été jouée , on eût ici retranché plusieurs Yers , ce style n ' étant pas celui delà scène .
gallica112	parfum	rose	doux	D ' un esprit dépravé funestes argumens i ! Tu ne crois , me dis - tu , que ce que tu comprends ? Mais tu ne crois donc pas à ta propre existence ? Car enfin comprends - tu par quel pouvoir immense , Trituré dans ton corps par un levier puissant , Le pain porte la vie à ce corps défaillant ? Comment la sève active , au lever de l ' aurore , Métamorphose en fruit la fleur qui vient d ' éclore ? Par quel ressort caché , comment la rose enfin , Exhale un doux parfum en entr ' ouvrant son sein ? 1 Si cette pièce eût été jouée , on eût ici retranché plusieurs Yers , ce style n ' étant pas celui delà scène .
gallica113	parfum		délicieux|suave	L ' affection naît , se développe , croît en effet : le cœur de la femme est essentiellement organisé pour aimer , pour étendre autour d ' elle ce parfum délicieux du sentiment le plus suave et le plus pur qui constitue son atmosphère ; mais voici malheureusement cq qui s ' effectue dans la règle , et cette règle offre peu d ' exceptions : .
gallica113	parfum|odeur		plus suave	« Quoique Dieu n ' ait point de plus digne temple qu ' un cœur pur , dit Leibnitz ; qu ' il n ' y ait point de chant plus mélodieux qu ' une prière fervente , ni de parfum plus suave que l ' odeur de .
gallica113	exhale		amèrement	Plus tard , le vainqueur d ' Austerlitz reconnaît avec regret cette imposante vérité , lorsqu ' il exhale amèrement ces douloureuses paroles sur le rocher de Sainte - Hélène : « J ' ai été gâté : dès mon entrée dans la vie , je me suis trouvé nanti de la puissance .
gallica116	parfum	rose		parfum de rose , Néron est un hégélien parfait .
gallica119	exhalent	arbres	suaves	J ' étais » frappé d ' étonnemenl à la vue de ces arbres antiques , dont » la majestueuse vieillesse se pare à chaque printemps de » toutes les grâces les plus innocentes , de toutes les beautés ) de la jeunesse , et qui exhalent dans l ' air de si suaves par - » t ' ums .
gallica119	exhalent	arbres	suaves	J ' étais » frappé d ' étonnemenl à la vue de ces arbres antiques , dont » la majestueuse vieillesse se pare à chaque printemps de » toutes les grâces les plus innocentes , de toutes les beautés ) de la jeunesse , et qui exhalent dans l ' air de si suaves par - » t ' ums .
gallica119	parfumé|odeurs		suaves	Avec cela il a le temps de faire » sa toilette , et reçoit dans un salon délicieux , parfumé de » mille odeurs suaves .
gallica119	parfums	fleurs		Le souffle matinal enlevait aux fleurs leur rosée et leurs parfums ; on n ' entendait d ' autre bruit que le murmure du ruisseau , et dans l ' air comme de légers battements d ' ailes ; l ' œil se reposait avec délices sur les pelouses qui se déroulent entre deux murailles de rochers et de glaces , et n ' ont d ' ailleurs pour limites que le ciel ou l ' abîme .
gallica119	parfums		caressantes	Si je n ' avais jamais ouvert les yeux , les parfums de l ' air et ses caressantes haleines m ' auraient seuls fait pressentir je ne sais quelle suave beauté et quel consolant mystère .
gallica119	parfumé	anémone|dryade|lys|auricules		L ' anémone , la dryade , le lys rivalisent de pureté , et dans un riche désordre il se mêle à leurs blancheurs l ' azur de la gentiane , l ' or parfumé des auricules , le deuil de la pensée , les touffes roses de la sabline ; à l ' écart , au bord des neiges , la frêle soldanelle , que je préfère à toutes : elle s ' exile auprès des frimas , loin de ses sœurs , pour apporter à la terre le premier message du printemps ; sa joie est de lui donner le premier sourire et la première consolation ; elle est modeste et douce , et tendrement in - clinée comme la pitié .
gallica119	odorante	neige		L ' arbre s ' épanouit au printemps ; mais , pour que le fruit se forme , il faut que sa fleur se fane et qu ' au vent du soir sa neige odorante blanchisse le sol .
gallica119	parfums	dernières roses	doux	Les dernières roses ont de plus doux parfums , les derniers jours de plus doux soleils .
gallica119	parfums	dernières roses	doux	Les dernières roses ont de plus doux parfums , les derniers jours de plus doux soleils .
gallica119	parfume	orange		J ' ai vu le cyprès se dresser dans le ciel du midi et l ' arbre sous lequel Jésus se retira pour souffrir , l ' olivier , marier sa pâleur aux brillants feuillages que l ' orange parfume comme pour unir à ces Edens une fidèle mémoire de Gethsémané .
gallica119	odeur	bitume		La température est très élevée dans les hypogées ; l ' odeur du bitume suffoque .
gallica119	sifflement	balles		Comment ef - frayer ces seigneurs qui se plaisaient à entendre le sifflement des balles se mêler aux bruits de la discussion ? Chacun dans celte foule superbe , tumultueuse , passionnée , n ' obéissait qu ' à son inclination , et défiait bravement tous les autres .
gallica119	exhalent|parfum	Elles	doux	Elles exhalent un doux parfum de chasteté et de tendresse .
gallica119	exhalent|parfum	Elles	doux	Elles exhalent un doux parfum de chasteté et de tendresse .
gallica119	parfume	arbre de sandal|hache		Il avait une suave sagesse , le Brahmane qui dit un jour , dans la forêt sacrée : Sois pour ton ennemi comme l ' arbre de sandal qui parfume la hache dont il est frappé ; mais l ' Hindou a aussi des dieux pour tous les vices , pour toutes les voluptés , et de tous les peuples le plus doux , il a , pour obéir à sa foi , livré au sort le plus cruel de nombreux parias .
gallica119	ordure fétide			Il n ' a vu dans notre âme qu ' ordure fétide , et il s ' en est réjoui : il s ' est * Nouveau Monde industriel , page 301 .
gallica120	parfums		concentrés	Dans ce culte dont la vieille langue resta l ' objet , on a pu s ' égarer un moment , mais toujours quelques véritables fidèles , recueillis , à l ' écart , ont respiré ses parfums concentrés ( i ) Lettre ù il / .
gallica122	parfum	fleurs	pénétrant	Lorsqu ' on ajoute à tout cela le parfum pénétrant d ' innombrables fleurs , les accents mélodieux d ' un orchestre à cordes et les vols lumineux des lucioles , bien que gâté de temps à autre par la piqûre des moustiques , on aura le tableau assez exact u un dîner au bord du rio Tigre .
gallica122	parfum	fleurs	pénétrant	Lorsqu ' on ajoute à tout cela le parfum pénétrant d ' innombrables fleurs , les accents mélodieux d ' un orchestre à cordes et les vols lumineux des lucioles , bien que gâté de temps à autre par la piqûre des moustiques , on aura le tableau assez exact u un dîner au bord du rio Tigre .
gallica122	odeur		forte	Vous vous promenez le long d ' une rue aussi fréquentée que les grands boulevards lorsque , soudain , vos narines sont surprises par une forte odeur d ' étable qui , au premier abord , vous semble incompréhensible .
gallica122	parfum	fleurs|échauffée		Par ces ouvertures minuscules , le parfum des fleurs et de la terre échauffée arrive avec tout juste assez d ' insistance pour vous rappeler la chaleur brûlante du dehors .
gallica122	odeur	Les sauterelles écrasées	plus nauséabondes	Les sauterelles écrasées dégagent une odeur des plus nauséabondes et les sans - travail préféreront pour ainsi dire n ' importe quelle autre corvée .
gallica122	odeur	Les sauterelles écrasées	plus nauséabondes	Les sauterelles écrasées dégagent une odeur des plus nauséabondes et les sans - travail préféreront pour ainsi dire n ' importe quelle autre corvée .
gallica122	odeur		suffocante	L ' odeur qu ' il répand pour se défendre est absolument suffocante .
gallica122	odeur		caractéristique	Pour s ' en rendre compte il n ' est pas nécessaire de parcourir le Campo : si l ' on se trouve dans l ' un des premiers wagons d ' un train qui vient d ' en écraser un , son odeur caractéristique s ' y répand et s ' y fixe pendant plus d ' un quart d ' heure .
gallica122	exhale	région des sommets		La région des sommets exhale , en effet , sa vie particulière et répand sa couleur avec une telle intensité qu ' elle écrase celui qui pénètre pour la première fois dans ses solitudes .
gallica122	émanations|odorant	volcan	suffocantes|mal	Et , pourtant , parmi les émanations suffocantes on rencontre là , parfois , une note poétique : j ' ai vu l ' un de ces hommes travailler avec son râteau dans ce volcan mal odorant , une rose rouge plantée coquettement sur son chapeau .
gallica122	émanations|odorant	volcan	suffocantes|mal	Et , pourtant , parmi les émanations suffocantes on rencontre là , parfois , une note poétique : j ' ai vu l ' un de ces hommes travailler avec son râteau dans ce volcan mal odorant , une rose rouge plantée coquettement sur son chapeau .
gallica122	odeur	bouillon	forte	En voyageant la nuit sur l ' Uruguay , si l ' on sent tout à coup dans l ' atmosphère une forte odeur de bouillon , il faut regarder vers la rive occidentale .
gallica122	odeur	bouillon	forte	En voyageant la nuit sur l ' Uruguay , si l ' on sent tout à coup dans l ' atmosphère une forte odeur de bouillon , il faut regarder vers la rive occidentale .
gallica123	parfum		suave	Entre nous , l ' amitié coule à flot avec son suave parfum d ' abandon , de confiance et de simplicité .
gallica123	exhale	air brûlant des prés		Quand du temps , qui soupire et pleure , La pluie éternise le cours , Et qu ' exilé dans ma demeure Il me faut tromper d ' heure en heure L ' uniformité des longs jours ; Quand une chaleur tropicale Verse aux moissonneurs le sommeil , Qu ' un air brûlant des prés s ' exhale , Et que , sous l ' herbe , la cigale Dit seule son hymne au soleil ; Je m ' enferme en la solitude , Où , parmi d ' obscurs écrits ' Que jamais ne trouble l ' étude , Veillent mes auteurs favoris , Amis de cœur et d ' habitude .
gallica123	parfum		doux	0 le doux parfum de Rome ! Cette nuit - là même le Souverain Pontife bénit une épée et un casque , pour en faire don à quelque vaillant capitaine qui a mis son épée au service de l ' Eglise .
gallica123	odeur		suavité	Ah ! si nos femmes du monde pouvaient non pas se débarrasser de leurs glaces au profit de l ' Eglise , mais s ' appliquer ce conseil en entrant dans le sanctuaire de leur chambre et en étudiant leur extérieur pour se préparer à offrir , elles aussi , des sacrifices ! Pauvres saerificatrices qui finissent trop souvent par être les victimes ! Pauvres femmes ! Elles s ' obstinent à se dévouer au monde , pendant que Dieu les conjure de s ' offrir à lui comme des victimes en odeur de suavité .
gallica123	parfum	fleurs	doux	Quand mon âme , 6 mon Dieu , pourra - t - elle quitter ses chaînes , et libre de tout lien s ' envoler vers vous ? En attendant , elle doit recevoir les fleurs des vertus et en répandre le doux parfum autour d ' elle .
gallica123	parfum	fleurs	doux	Quand mon âme , 6 mon Dieu , pourra - t - elle quitter ses chaînes , et libre de tout lien s ' envoler vers vous ? En attendant , elle doit recevoir les fleurs des vertus et en répandre le doux parfum autour d ' elle .
gallica123	odorante|parfumée	fleur de Dieu	bien|bien	Oh ! combien je désire être une fleur de Dieu bien odorante et bien parfumée 1 Dans la saison des fleurs , j ' en placerai quelques - unes - dans ces deux vases .
gallica123	odorante|parfumée	fleur de Dieu	bien|bien	Oh ! combien je désire être une fleur de Dieu bien odorante et bien parfumée 1 Dans la saison des fleurs , j ' en placerai quelques - unes - dans ces deux vases .
gallica123	parfum	violette		Toi , humble violette , tu m ' enseigneras l ' humilité , tu m ' apprendras à répandre mon parfum même et surtout quand je serai broyée par l ' adversité Toi , ô lis , tu me rediras la beauté et les charmes de la pureté .
gallica123	parfum	fleurs		0 fleurs de Dieu , enseignez - moi à répandre mon parfum et à le répandre , comme vous , aussi bien loin des hommes que sous leurs regards .
gallica123	odeurs	fleurs	suaves	0 petites fleurs de Dieu , j ' admire votre beauté , je contemple avec délices votre parure et vos charmes , je respire avec plaisir vos suaves odeurs , j ' aime votre éloquent symbolisme , mais laissez - moi vous le dire , il n ' est qu ' une saison pour vous , la neige et les frimats vous sont mortels , puis votre vie est éphémère .
gallica123	odeurs	fleurs	suaves	0 petites fleurs de Dieu , j ' admire votre beauté , je contemple avec délices votre parure et vos charmes , je respire avec plaisir vos suaves odeurs , j ' aime votre éloquent symbolisme , mais laissez - moi vous le dire , il n ' est qu ' une saison pour vous , la neige et les frimats vous sont mortels , puis votre vie est éphémère .
gallica123	odeur		agréable	» « Répandez une agréable odeur comme le Liban .
gallica123	parfum	fleurs	doux	» « Portez des fleurs comme le lis , répandez un doux parfum , poussez des rameaux pleins de grâce , chantez des cantiques et bénissez le Seigneur ( Ecel .
gallica123	parfum	fleurs	doux	» « Portez des fleurs comme le lis , répandez un doux parfum , poussez des rameaux pleins de grâce , chantez des cantiques et bénissez le Seigneur ( Ecel .
gallica123	odorante	fleur|fleur	suave	» > Il est surtout une fleur qui peut toujours orner nos cœurs et vers laquelle l ' âme du chrétien est naturellement ouverte , vers laquelle elle aspire sans cesse ; celte fleur bien plus belle , bien plus odorante , bien plus suave que vous et vos sœurs , toujours prête à être cueillie , c ' est la Fleur de la tige de Jessé .
gallica123	odorante	fleur|fleur	suave	» > Il est surtout une fleur qui peut toujours orner nos cœurs et vers laquelle l ' âme du chrétien est naturellement ouverte , vers laquelle elle aspire sans cesse ; celte fleur bien plus belle , bien plus odorante , bien plus suave que vous et vos sœurs , toujours prête à être cueillie , c ' est la Fleur de la tige de Jessé .
gallica123	odorants|parfums		doux	d ' elle , Beau papillon , garde ton aile ; Garde tes baisers pour les fleurs ! LE PAPILLON é ' Enfant , quand renaîtra l ' aurore , J ' irai dans les prés odorants ; J ' irai pour , m ' enivrer encore Des doux parfums que fait éclore Le souffle attiédi du printemps ; Mais cette flamme , elle est si belle ! Ce soir je la veux caresser ; La clarté joyeuse m ' appelle , Elle me demande un baiser .
gallica123	parfums	fleurs		Papillon , prends garde à la flammé , A la flamme qui fait mourir ! Le feu brille , mais il dévore ; Tu nais à peine comme moi : Ah ! fuis ; les plaines ont encore Des fleurs et des parfums pour toi .
gallica123	odeurs|parfumer			J ' ai de faux cheveux , des cheveux de morts et peut - être de damnés pour la tête ; des étaux pour les reins et les pieds ; de la fierté pour les yeux , de l audace pour le front , et je ne sais combien de fleuves , d ' eaux , d ' onguents , d ' odeurs , pour enduire , oindre , parfumer .
gallica131	odorat		fin	Mais j ' ai l ' odorat fin , Et je flaire de l ' or aux environs .
gallica131	parfum	verre mousseline		) tète s ' incline Pour humer le parfum du verre mousseline ; Et quand vous avez bu .
gallica131	parfumés|odeur	faisans|truffe noire|bordeaux|rôti		) Des faisans parfumés avec la truffe noire ; C ' est alors qu ' un ami met son bonheur à boire , Lorsque le goût du maitre a si bien assorti Le bouquet du bordeaux à l ' odeur du rôti .
gallica132	odeur|susceptibilité olfactive|exhalent	décomposition	sui generis|foudroyant	De même , on voit la Mort , dans des traits altérés , rétractés , sous un ensemble insolite , lorsque le facies pâle , souvent terreux , ou verdâtre , ou maculé se colore d ' une diffusion biliaire ; que les yeux voilés d ' une humeur concrète sont affaissés au fond des orbites ; que les paupières sont enduites d ' excrétions , de même qu ' aux narines antérieures , dont l ' aire déjà rétrécie , par le rapprochement des ailes du nez , tend presque à s ' effacer , sous la production souvent pulvérulente , qui les encroûte ; que la chaleur habituelle du corps a fait place à un refroidissement général , bientôt suivi d ' une rigidité articulaire ; quand les membres , ramenés en un sens , retombent obéissant aux lois de l ' inertie , ou qu ' il se manifeste , autant par les voies hautes que par les voies basses , des effusions dé - plétives ; qu ' il se dégage , presque au moment même de la mort , une odeur sui generis , sans doute mieux perçue parla susceptibilité olfactive des autres animaux que par la nôtre , comme signal ou de la rupture interstitielle , qui s ' effectue , dans les organes , ou du travail intime de la force catalytique , qui va définitivement convertir lout le corps en ferment ; qu ' il n ' y a point de pulsations ; que la respiration a complètement disparu ; que les pouces sont fortement infléchis vers la paume de la main ; que des parties naguère ne formant qu ' un seul et même tout , sont distantes , séparées les unes des autres , ou exhalent , avec le temps , le miasme foudroyant de la décomposition putride .
gallica132	odeur|susceptibilité olfactive|exhalent	décomposition	sui generis|foudroyant	De même , on voit la Mort , dans des traits altérés , rétractés , sous un ensemble insolite , lorsque le facies pâle , souvent terreux , ou verdâtre , ou maculé se colore d ' une diffusion biliaire ; que les yeux voilés d ' une humeur concrète sont affaissés au fond des orbites ; que les paupières sont enduites d ' excrétions , de même qu ' aux narines antérieures , dont l ' aire déjà rétrécie , par le rapprochement des ailes du nez , tend presque à s ' effacer , sous la production souvent pulvérulente , qui les encroûte ; que la chaleur habituelle du corps a fait place à un refroidissement général , bientôt suivi d ' une rigidité articulaire ; quand les membres , ramenés en un sens , retombent obéissant aux lois de l ' inertie , ou qu ' il se manifeste , autant par les voies hautes que par les voies basses , des effusions dé - plétives ; qu ' il se dégage , presque au moment même de la mort , une odeur sui generis , sans doute mieux perçue parla susceptibilité olfactive des autres animaux que par la nôtre , comme signal ou de la rupture interstitielle , qui s ' effectue , dans les organes , ou du travail intime de la force catalytique , qui va définitivement convertir lout le corps en ferment ; qu ' il n ' y a point de pulsations ; que la respiration a complètement disparu ; que les pouces sont fortement infléchis vers la paume de la main ; que des parties naguère ne formant qu ' un seul et même tout , sont distantes , séparées les unes des autres , ou exhalent , avec le temps , le miasme foudroyant de la décomposition putride .
gallica132	exhalée	substance		La santé florissante , certaines conditions physiologiques la favorisent puissamment et la transforment en diaphorèse ou sueurs , par la condensation de la substance exhalée .
gallica132	exhalée	vapeur faiblement		Ainsi , dans les maladies de langueur , les malades prostrés présentent , sur différentes parties du corps , de larges plaques ou macules : ce sont autant de traces persistantes de l ' abaissement des forces , qui n ' a point permis à la transpiration d ' éloigner la production excrémentitielle , et , comme une cendre , qui recouvre un tison près de s ' éteindre , la vapeur faiblement exhalée , puis condensée , est restée ap - pliquée , sous forme d ' enc ^ l ^ sSrvlous les points où l ' excrétion s ' est faite .
gallica134	parfumer	bosquets|iilas		Gétte délicieuse promenade , parée de toutes les richesses de la nature f quoique rassemblées : par tous les secours de l ' art - 5 nie procurait des jouissances réelles ; des bosquets de iilas commençaient à parfumer Pair / et à offrir leur ombrage flatteur j : Ià : | oïe ; vive des ; : oiseaux en liberté ' ■ ■ ; """" ■ chantant , aimant , renaissant avec : la nature , , quvrait ; mon coeur a .
gallica136	émanations	essence|leurs	malfaisantes	Une essence feuillue , qui est également capable d ' utiliser les marais et de neutraliser leurs émanations malfaisantes , c ' est l ' aulne , ; mais cet arbre ne se prête à aucun mélange .
gallica136	émanations	essence|leurs	malfaisantes	Une essence feuillue , qui est également capable d ' utiliser les marais et de neutraliser leurs émanations malfaisantes , c ' est l ' aulne , ; mais cet arbre ne se prête à aucun mélange .
gallica136	exsudation	résine		Ici , la sève attirée dans les basses branches a considérablement grossi leur diamètre au détriment de la tige , et l ' arbre est à tout jamais incapable de fournir du bois de service ; là où le peuplement est plus serré , les basses branches privées de lumière ont perdu leurs feuilles , se sont desséchées , puis , sous l ' effort du vent , d ' un accident quelconque , ou seulement de leur propre poids , se sont cassées à une longueur variable et ont laissé des chicots durcis par l ' exsudation de la résine .
gallica136	odeur		vive|piquante	C ' est lui qui , dans les fumiers en décomposition , trahit sa présence par son odeur vive et piquante ; on l ' y retient en saupoudrant les fumiers de plâtre de temps en temps ; employons le même moyen dans les défrichements , semons du plâtre en poudre sur les terreaux en décomposition , et nous fixerons le carbonate d ' ammoniaque dans le sol .
gallica142	vapeurs		délétères	Il est interdit d ' y faire travailler des enfants à cause des dangers d ' empoisonnement et des vapeurs délétères dégagées 2 .
gallica142	émanations		nuisibles	1 ° Quand l ' acide n ' est pas condensé : Etablissements insalubres de 1re classe : émanations nuisibles .
gallica142	émanations		accidentelles	2 ° Quand l ' acide est condensé : Etablissements insalubres de 2 ° classe : émanations accidentelles .
gallica142	émanations		corrosives	Il est interdit d ' y faire travailler les enfants ; émanations corrosives , dangers d ' accidents 3 .
gallica142	émanations		insalubres|nuisibles	— Etablissements insalubres de 2e classe ; émanations nuisibles 6 .
gallica142	émanations		insalubres|nuisibles	— Etablissements insalubres de 3e classe ; émanations nuisibles 8 .
gallica142	vapeurs		délétères	Il est interdit de faire travailler des enfants , enfants , raison des vapeurs délétères dégagées 1 .
gallica142	vapeurs		délétères	Il est interdit de faire travailler des enfants , à cause des vapeurs délétères dégagées4 .
gallica142	odeur	produits gazeux		1 ° Quand les produits gazeux ne sont pas brûlés : Établissement insalubre de 2e classe : fumée et odeur .
gallica142	odeur	produits gazeux		2 ° Quand les produits gazeux sont brûlés : Établissement insalubre de 3e classe ; fumée et odeur 8 .
gallica142	émanations		corrosives	Il est interdit d ' employer des enfants par suite des émanations corrosives qui se dégagent 5 .
gallica142	émanations	soufre|pyrites	nuisibles	1 ° Par combustion du soufre et des pyrites : Établissement insalubre de lre classe ; émanations nuisibles 8 .
gallica142	émanations	soufre|pyrites	nuisibles	1 ° Par combustion du soufre et des pyrites : Établissement insalubre de lre classe ; émanations nuisibles 8 .
gallica142	émanations	sulfate de fer	nuisibles	2 ° de Nordhausen par décomposition du sulfate de fer : Établissement insalubre de lre classe : émanations nuisibles 1 .
gallica142	émanations	sulfate de fer	nuisibles	2 ° de Nordhausen par décomposition du sulfate de fer : Établissement insalubre de lre classe : émanations nuisibles 1 .
gallica142	vapeurs		irritantes	Il est interdit de faire travailler des enfants , en raison des vapeurs irritantes et des dangers de brûlures ACIDE URIQUE .
gallica142	émanations		nuisibles	— Etablissement insalubre de lre classe : émanations nuisibles 1 .
