Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
20-45	smells	from the gas-works				That his wife complains very much of them						nasty | nasty	Disgust | Disgust	Negative | Negative	 | 	028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	Marsham Street : has lived there nine years : is so near the gas-work that the bottom of his garden is only about six feet and a half from the high wall : Says he is much inconvenienced by the great smoke and nasty smells from the gas-works: That his wife complains very much of them : That the smell is greater at one time than another, and is felt most when they are drawing the retorts: That from the top of his house he can command a view of the whole works, and from thence he has seen immense quantities of smoke issue from the retort-house : That his wife complains that her sight is affected by the works :-Says that the street is inhabited chiefly by tradesmen, and that there is great difficulty in letting lodgings in it; he himself had a first floor to let, and when any one came to look at his rooms, they would ask, “ What building is that at the back ?”
20-61	smell				greater						at one time than another	complains very much of them	Other	Negative	complain	028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	Marsham Street : has lived there nine years : is so near the gas-work that the bottom of his garden is only about six feet and a half from the high wall : Says he is much inconvenienced by the great smoke and nasty smells from the gas-works: That his wife complains very much of them : That the smell is greater at one time than another, and is felt most when they are drawing the retorts: That from the top of his house he can command a view of the whole works, and from thence he has seen immense quantities of smoke issue from the retort-house : That his wife complains that her sight is affected by the works :-Says that the street is inhabited chiefly by tradesmen, and that there is great difficulty in letting lodgings in it; he himself had a first floor to let, and when any one came to look at his rooms, they would ask, “ What building is that at the back ?”
23-94	smells	from the gas-works														028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	Marsham Street for two years and a half; removed from it on account of his wife  '  s illness ; attributes that illness to the gas-works: That her surgeon, who attended her for a year and a half, advised her to remove on account of said works: That his present residence is about 200 yards from the works, since which his wife  '  s health has mended ; but he will move still farther as soon as possible : That he has perceived 3 both smoke and smells from the gas-works : That the smells are very disagreeable: That when the wind was in a particular quarter, they could not keep either door or windows open : That he is in the employ of the East India Company, and absent from home every day except Sundays, but feels the nuisance in the morning and evenings when going from or returning home: That, in dull weather the smell is worse, from being longer retained in the atmosphere, and falling down; and that he still feels it in his present residence, though not so objectionable.
23-101	smells		the wind			they could not keep either door or windows open						very disagreeable | very disagreeable	Disgust | Disgust	Negative | Negative	 | 	028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	Marsham Street for two years and a half; removed from it on account of his wife  '  s illness ; attributes that illness to the gas-works: That her surgeon, who attended her for a year and a half, advised her to remove on account of said works: That his present residence is about 200 yards from the works, since which his wife  '  s health has mended ; but he will move still farther as soon as possible : That he has perceived 3 both smoke and smells from the gas-works : That the smells are very disagreeable: That when the wind was in a particular quarter, they could not keep either door or windows open : That he is in the employ of the East India Company, and absent from home every day except Sundays, but feels the nuisance in the morning and evenings when going from or returning home: That, in dull weather the smell is worse, from being longer retained in the atmosphere, and falling down; and that he still feels it in his present residence, though not so objectionable.
23-169	smell				worse				in dull weather							028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	Marsham Street for two years and a half; removed from it on account of his wife  '  s illness ; attributes that illness to the gas-works: That her surgeon, who attended her for a year and a half, advised her to remove on account of said works: That his present residence is about 200 yards from the works, since which his wife  '  s health has mended ; but he will move still farther as soon as possible : That he has perceived 3 both smoke and smells from the gas-works : That the smells are very disagreeable: That when the wind was in a particular quarter, they could not keep either door or windows open : That he is in the employ of the East India Company, and absent from home every day except Sundays, but feels the nuisance in the morning and evenings when going from or returning home: That, in dull weather the smell is worse, from being longer retained in the atmosphere, and falling down; and that he still feels it in his present residence, though not so objectionable.
26-43	smell	from the gas-work		he | he								feels nuisance	Disgust	Negative		028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	The back front of his house is about 45 feet from the gas-works, 100 feet from the small chimney, and 50 more from the large one: That he constantly feels nuisance from the gas-work, in respect of the smell; but it is not a smell, it is a stink : That there is plenty of smoke from both the chimneys: That he had a garden, and a fine pear-tree in it, but that not a pear is to be seen upon it since it was surrounded with these gas-works : That his wife complains of the smell; and that linen, hung to dry in the garden, is often obliged to be washed over again, in consequence of the smoke falling on it: That the paint on his house is discoloured by the gas-works: That he continues to reside in Marsham Street only on account of his business, or he would not stop there another day: That he has felt the smell in Millbank Street, a distance of 400 yards in a straight line from the works: That the brass utensils in his house are constantly discoloured by the gas works, and that his neighbours generally complain of them.
26-50	smell															028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	The back front of his house is about 45 feet from the gas-works, 100 feet from the small chimney, and 50 more from the large one: That he constantly feels nuisance from the gas-work, in respect of the smell; but it is not a smell, it is a stink : That there is plenty of smoke from both the chimneys: That he had a garden, and a fine pear-tree in it, but that not a pear is to be seen upon it since it was surrounded with these gas-works : That his wife complains of the smell; and that linen, hung to dry in the garden, is often obliged to be washed over again, in consequence of the smoke falling on it: That the paint on his house is discoloured by the gas-works: That he continues to reside in Marsham Street only on account of his business, or he would not stop there another day: That he has felt the smell in Millbank Street, a distance of 400 yards in a straight line from the works: That the brass utensils in his house are constantly discoloured by the gas works, and that his neighbours generally complain of them.
26-55	stink											stink	Disgust|Smell_Word	Negative		028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	The back front of his house is about 45 feet from the gas-works, 100 feet from the small chimney, and 50 more from the large one: That he constantly feels nuisance from the gas-work, in respect of the smell; but it is not a smell, it is a stink : That there is plenty of smoke from both the chimneys: That he had a garden, and a fine pear-tree in it, but that not a pear is to be seen upon it since it was surrounded with these gas-works : That his wife complains of the smell; and that linen, hung to dry in the garden, is often obliged to be washed over again, in consequence of the smoke falling on it: That the paint on his house is discoloured by the gas-works: That he continues to reside in Marsham Street only on account of his business, or he would not stop there another day: That he has felt the smell in Millbank Street, a distance of 400 yards in a straight line from the works: That the brass utensils in his house are constantly discoloured by the gas works, and that his neighbours generally complain of them.
26-106	smell			his wife | his wife								complains	Other	Negative	complain	028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	The back front of his house is about 45 feet from the gas-works, 100 feet from the small chimney, and 50 more from the large one: That he constantly feels nuisance from the gas-work, in respect of the smell; but it is not a smell, it is a stink : That there is plenty of smoke from both the chimneys: That he had a garden, and a fine pear-tree in it, but that not a pear is to be seen upon it since it was surrounded with these gas-works : That his wife complains of the smell; and that linen, hung to dry in the garden, is often obliged to be washed over again, in consequence of the smoke falling on it: That the paint on his house is discoloured by the gas-works: That he continues to reside in Marsham Street only on account of his business, or he would not stop there another day: That he has felt the smell in Millbank Street, a distance of 400 yards in a straight line from the works: That the brass utensils in his house are constantly discoloured by the gas works, and that his neighbours generally complain of them.
26-178	smell	from the works		he						in Millbank Street						028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	The back front of his house is about 45 feet from the gas-works, 100 feet from the small chimney, and 50 more from the large one: That he constantly feels nuisance from the gas-work, in respect of the smell; but it is not a smell, it is a stink : That there is plenty of smoke from both the chimneys: That he had a garden, and a fine pear-tree in it, but that not a pear is to be seen upon it since it was surrounded with these gas-works : That his wife complains of the smell; and that linen, hung to dry in the garden, is often obliged to be washed over again, in consequence of the smoke falling on it: That the paint on his house is discoloured by the gas-works: That he continues to reside in Marsham Street only on account of his business, or he would not stop there another day: That he has felt the smell in Millbank Street, a distance of 400 yards in a straight line from the works: That the brass utensils in his house are constantly discoloured by the gas works, and that his neighbours generally complain of them.
27-46	smell			WILLIAM BENTHAM		it is often impossible to remain in his garden										028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	WILLIAM BENTHAM, emery manufacturer, has lived twenty-eight years in Marsham Street; is quite near to the gas-works; says that these works are a great nuisance: That it is often impossible to remain in his garden at all for smoke and smell, and that water, set down in the garden, becomes loaded with sooty matter : That his family is very much annoyed by the works; that every window is sometimes obliged to be put down, the smell being so strong that it is enough to suffocate one: That the smoke that arises from the retort-house is worse than that from the chimney: That plants do not grow in his garden, and that linen is often obliged to be rinsed out, in consequence of the falling of the blacks : That, when the wind is blowing, he has perceived the smell at a considerable distance: That he remains in his present residence very much against his will, and only because he has been established there so long, that his customers know where to find him.
27-87	smell					that it is enough to suffocate one						so strong | so strong	Fear | Fear	Negative | Negative	 | 	028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	WILLIAM BENTHAM, emery manufacturer, has lived twenty-eight years in Marsham Street; is quite near to the gas-works; says that these works are a great nuisance: That it is often impossible to remain in his garden at all for smoke and smell, and that water, set down in the garden, becomes loaded with sooty matter : That his family is very much annoyed by the works; that every window is sometimes obliged to be put down, the smell being so strong that it is enough to suffocate one: That the smoke that arises from the retort-house is worse than that from the chimney: That plants do not grow in his garden, and that linen is often obliged to be rinsed out, in consequence of the falling of the blacks : That, when the wind is blowing, he has perceived the smell at a considerable distance: That he remains in his present residence very much against his will, and only because he has been established there so long, that his customers know where to find him.
27-156	smell			he						at a considerable distance	when the wind is blowing					028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	WILLIAM BENTHAM, emery manufacturer, has lived twenty-eight years in Marsham Street; is quite near to the gas-works; says that these works are a great nuisance: That it is often impossible to remain in his garden at all for smoke and smell, and that water, set down in the garden, becomes loaded with sooty matter : That his family is very much annoyed by the works; that every window is sometimes obliged to be put down, the smell being so strong that it is enough to suffocate one: That the smoke that arises from the retort-house is worse than that from the chimney: That plants do not grow in his garden, and that linen is often obliged to be rinsed out, in consequence of the falling of the blacks : That, when the wind is blowing, he has perceived the smell at a considerable distance: That he remains in his present residence very much against his will, and only because he has been established there so long, that his customers know where to find him.
33-6	smells	the vapour of the gas works		Mr WILLIAM						at his own house						028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	He states, that he smells the vapour of the gas works at his own house, a distance of more than 300 yards, and even farther still.
39-49	smell					has found very great annoyance | it is almost impossible to bear					when the wind sets in from the north	very great annoyance | almost impossible to bear	Other | Disgust	Negative | Negative	annoyed | 	028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	Mr GEORGE WILLIAMS is a conveyancing clerk, lives in Suffolk Street East, not above 60 or 70 yards from the Imperial Gas-Works at Battlebridge; has lived there eight years, and before the gas-works were erected there; has found very great annoyance from the smell, which, at times, when the wind sets in from the north, it is almost impossible to bear; says that the smell enters his house;
39-75	smell									his house						028E 1828 Considerations on the nuisance of coal gas__44_LAW.tsv	femke.tsv	Mr GEORGE WILLIAMS is a conveyancing clerk, lives in Suffolk Street East, not above 60 or 70 yards from the Imperial Gas-Works at Battlebridge; has lived there eight years, and before the gas-works were erected there; has found very great annoyance from the smell, which, at times, when the wind sets in from the north, it is almost impossible to bear; says that the smell enters his house;
5-6	odours															029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	It is difficult to describe odours except by the useof similitudes.
6-3	odour	from superphosphate works										offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	The offensive odour proceeding from superphosphateworks, from works in which animal matters are used more or less freely,and from “ scutch ’’ manure works is, however, so distinctive that oncesmelt it can never afterwards fail to be recognised.
6-38	smelt	from “ scutch ’ ’ manure works | from works in which animal matters are used more or less freely			so distinctive	it can never afterwards fail to be recognised										029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	The offensive odour proceeding from superphosphateworks, from works in which animal matters are used more or less freely,and from “ scutch ’’ manure works is, however, so distinctive that oncesmelt it can never afterwards fail to be recognised.
7-1	odour	from superphosphate making			pungent | slightly acid | sickening | sickening quality							odour | offensiveness | offensiveness	Smell_Word | Disgust | Disgust	 | Negative | Negative	 |  | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	That from superphosphate making is pungent and slightly acid ; by some persons it iscalled sickening, but its offensiveness and sickening quality are enhancedwhere such animal matters as blood, offal, or fish, especially if putrid,are employed in the manufacture of the manure.
8-5	odour				more horribly sickening				when sulphuric acid is mixed with human excrement							029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	I know of no odourmore horribly sickening than that which is evolved when sulphuric acidis mixed with human excrement.
10-2	smell	from scutch manure works		by some persons	putrid | sickening											029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	The smellproceeding from scutch manure works is described by some persons asputrid as well as sickening.
12-16	odour	from the scutch manure works		Gordon , the principal medical officer of the Woolwich garrison			odour			on Erith marshes						029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	Gordon, the principal medical officerof the Woolwich garrison, described to me the odour proceeding fromthe scutch manure works on Erith marshes as resembling, more thananything else, that which he had perceived in India when passing toleeward of the places in which the Hindoos burn their dead.
12-34	odour			he			odour			in India	when passing to leeward of the places in which the Hindoos burn their dead					029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	Gordon, the principal medical officerof the Woolwich garrison, described to me the odour proceeding fromthe scutch manure works on Erith marshes as resembling, more thananything else, that which he had perceived in India when passing toleeward of the places in which the Hindoos burn their dead.
13-4	odour			myself			that of very decayed and putrid cheese									029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	To myselfthe odour resembles that of very decayed and putrid cheese.
13-11	putrid	cheese			putrid											029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	To myselfthe odour resembles that of very decayed and putrid cheese.
14-2	odour	from superphosphate works			especially marked				when animal matters are used in addition to bones and phosphates							029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	The odourfrom superphosphate works has to my senses something of the samecharacter, especially marked when animal matters are used in additionto bones and phosphates.
15-7	odour											offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	The distance to which the offensive odourmay spread beyond the works varies with the various circumstancesmentioned in the first part of this Report.
16-1	odour									within a radius of 100 yards or less around the works		odour | offensively | offensively	Smell_Word | Disgust | Disgust	 | Negative | Negative	 |  | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	It may be only perceivedoffensively within a radius of 100 yards or less around the works, or theodour may extend a mile or more beyond them.
16-21	odour									a mile or more beyond them						029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	It may be only perceivedoffensively within a radius of 100 yards or less around the works, or theodour may extend a mile or more beyond them.
17-5	odour	from the Avorks of Morris and Griffin								at Wolverhampton | at Newbridge		offensively | offensively	Disgust | Disgust	Negative | Negative	 | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	For example, theodour from the Avorks of Morris and Griffin at Wolverhampton is said tobe perceived offensively at Newbridge, a distance of 1 miles ; Avhilethat from the Erith marshes “ scutch ” manure works was, on the occasionof my inquiry on the Thames, saic) to be an intolerable nuisance at theWoolwich barracks, a distance 4 miles.
17-31	odour	from the Erith marshes “ scutch ” manure works								at the Woolwich barracks		odour | an intolerable nuisance | an intolerable nuisance	Smell_Word | Anger | Anger	 | Negative | Negative	 |  | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	For example, theodour from the Avorks of Morris and Griffin at Wolverhampton is said tobe perceived offensively at Newbridge, a distance of 1 miles ; Avhilethat from the Erith marshes “ scutch ” manure works was, on the occasionof my inquiry on the Thames, saic) to be an intolerable nuisance at theWoolwich barracks, a distance 4 miles.
18-24	odours	from the manure works				Loud and grievous complaints are made in the tOAvn of Plymouth				at Cattedown	when the wind blows from that direction across the bay	offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	Loud and grievous complaintsare made in the tOAvn of Plymouth, especially by persons residing aboutthe Hoe, of the offensive odours from the manure works at Cattedown,a distance of about 1 mile, when the wind blows from that directionacross the bay.
19-16	odours			the health of persons exposed to them								offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	I have made such inquiries as were practicable as to the effect ofthese offensive odours upon the health of persons exposed to them.
20-16	odours					headache | indisposition for food | nausea | even sometimes fainting			prolonged exposure			offensive | produces feelings of depression | offensive | produces feelings of depression	Disgust | Sadness | Disgust | Sadness	Negative | Negative | Negative | Negative	 |  |  | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	Replies to individual inquiries have been to the effect that prolongedexposure to the offensive odours produces feelings of depression, headache, indisposition for food, nausea, or even sometimes fainting.
21-19	odour			in sensitive individuals | upon the nervous system								specially offensive | specially offensive	Disgust | Disgust	Negative | Negative	 | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	These,however, are ordinary results in sensitive individuals of the impressionmade by any specially offensive odour upon the nervous system.
23-25	odours					any permanent injury to health | it does to a serious extent sometimes disturb the health of some individuals			the frequent repetition of exposure			offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	029E Edward Ballard 1882 Report in respect of the inquiry as to effluvium nuisances_LAW.tsv	femke.tsv	I have notbeen able to ascertain that any permanent injury to health has followedeven the frequent repetition of exposure to these offensive odours.
9-13	odour	two brown-coloured hemispherical seeds														030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	It contains two brown-coloured hemispherical seeds, havingan aromatic taste and odour.
11-6	aromatic	Cumin and fenugreek seeds			aromatic											030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Cumin and fenugreek seeds are aromatic seeds having a peculiar medicinaltaste and odour.
11-14	odour	Cumin and fenugreek seeds			medicinal | peculiar											030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Cumin and fenugreek seeds are aromatic seeds having a peculiar medicinaltaste and odour.
16-12	odour	The pure oil										agreeable | agreeable	Joy | Joy	Positive | Positive	 | 	030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Thepure oil is pale yellow, transparent, of agreeable odour andbland taste.
25-19	aroma	vinegar														030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Acetic acid is the volatile principle in all, to the presence ofwhich vinegar mainly owes its aroma and pungency.
9-13	odour	two brown-coloured hemispherical seeds														030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	It contains two brown-coloured hemispherical seeds, havingan aromatic taste and odour.
11-6	aromatic	Cumin and fenugreek seeds			aromatic											030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Cumin and fenugreek seeds are aromatic seeds having a peculiar medicinaltaste and odour.
11-14	odour	Cumin and fenugreek seeds			medicinal | peculiar											030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Cumin and fenugreek seeds are aromatic seeds having a peculiar medicinaltaste and odour.
16-12	odour	The pure oil										agreeable | agreeable	Joy | Joy	Positive | Positive	 | 	030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Thepure oil is pale yellow, transparent, of agreeable odour andbland taste.
25-19	aroma	vinegar														030E Francis Vacher 1905 Food Inspectors Handbook_LAW.tsv	femke.tsv	Acetic acid is the volatile principle in all, to the presence ofwhich vinegar mainly owes its aroma and pungency.
2-36	smells			the inhabitants of Charlton | the adjoining parishes | the Sanitary Committee of the Woolwich garrison								offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	In the first place, I am of opinion that the complaintsmade by the inhabitants of Charlton and the adjoiningparishes, and by the Sanitary Committee of the Woolwichgarrison, of offensive smells, are well foimded.
3-4	odour				sickening | more distinctly acid | Two varieties of				to be perceived according to the direction of the wind							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Two varieties of odour were described to me, both of which weresaid to be sickening, but the one more distinctly acid thanthe other, and the one or the other was said to be perceivedaccording to the direction of the wind.
4-20	odour				both varieties of					all parts of the district						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	But all parts of thedistrict from which the complaints issued do not sufferequally from both varieties of odour.
7-51	odour				each variety of | perceptible | one variety | the other variety	is perceived			a mile from the river | at a considerable elevation | When the wind is in the north-west or north-north-east | when east - north-east	on the barrack field | at the barracks						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Gordon, the principal medical officer of the2:arrison, was altogether the clearest and most instructivethat I had received, inasmuch as at the barracks and on thebarrack field, about a mile from the river and at a considerable elevation, each variety of odour is perceptible.
10-17	odour			he	of the one variety				when passing the manure works of Messrs | when travelling down the river from Woolwich to Purfleet	the manure works of Messrs						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Gordon states that when travelling down the river fromWoolwich to Purfleet he has recoo-nised the odour of theone variety when passing the manure works of Messrs.
14-2	odour			he												031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The odour from the last-named works he compares to that which he has perceived in India when passingto leeward of the places in which the Hindoos consume, byan imperfect cremation, the bodies of their dead.
14-10	odour			odour | he					when passing to leeward of the places in which the Hindoos consume , by an imperfect cremation , the bodies of their dead	in India						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The odour from the last-named works he compares to that which he has perceived in India when passingto leeward of the places in which the Hindoos consume, byan imperfect cremation, the bodies of their dead.
15-2	odour				sickening | putrid											031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Theodour is putrid as well as sickening.
16-6	effluvia		A north-east wind							the barracks from Barking Creek						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	A north-east windwould bring effluvia towards the barracks from BarkingCreek, distant 2 miles, while a more easterly wind wouldbring those from Ei-ith Marshes, distant 4^ miles.
16-25	effluvia		a more easterly wind							effluvia | Ei-ith Marshes						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	A north-east windwould bring effluvia towards the barracks from BarkingCreek, distant 2 miles, while a more easterly wind wouldbring those from Ei-ith Marshes, distant 4^ miles.
17-14	odour				two varieties of				according as the wind is in the north or hi the north-east	In the village of Plumstead						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	In thevillage of Plumstead, also, there are two varieties of odourperceived, according as the wind is in the north or hi thenorth-east ; the one wind blowing from the direction ofBarking Creek, distant 2 miles, and the other from thedirection of Erith Marshes, distant 3 miles.
18-17	odour				two varieties of				according as the wind is in the east			offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The Manager of the Southern Outfall Pumping Stationalso distino ' uishes two varieties of offensive odour, according as the wind is in the east, bringing efflnvia which hedescribes as intolerably offensive, from the direction of theglue and manure works of Messrs.
18-29	efflnvia	the glue | manure works of Messrs		he								intolerably offensive | intolerably offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The Manager of the Southern Outfall Pumping Stationalso distino ' uishes two varieties of offensive odour, according as the wind is in the east, bringing efflnvia which hedescribes as intolerably offensive, from the direction of theglue and manure works of Messrs.
20-17	effluvia									Barking Creek						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Bevington, about half a-mile lower down the river; or inthe west, bringing effluvia from Barking Creek, distantabout 2 miles (no factory, giving rise to offensive effluvia,intervening.)
20-34	effluvia											offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Bevington, about half a-mile lower down the river; or inthe west, bringing effluvia from Barking Creek, distantabout 2 miles (no factory, giving rise to offensive effluvia,intervening.)
21-27	odour			the Inspectors of Nusiances	one variety of					at Charlton		offensive | offensive	Disgust | Disgust	Negative | Negative	 | 	031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	On the other hand, at Charlton, it appears,from the statements of the Inspectors of Nusiances, thatonly one variety of offensive odour is the subject of complaint, that it is of an acid and sickening character, and isperceived only when the wind is in the north-west, and,therefore; blowing from the direction of a group of factorieson the north shore near the Victoria Docks, and from somefactories on the opposite or south shore and situated inGreenwich Marshes.
21-35	odour				acid | sickening				is perceived only when the wind is in the north-west	a group of factories on the north shore near the Victoria Docks | some factories on the opposite or south shore and situated in Greenwich Marshes		odour	Smell_Word			031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	On the other hand, at Charlton, it appears,from the statements of the Inspectors of Nusiances, thatonly one variety of offensive odour is the subject of complaint, that it is of an acid and sickening character, and isperceived only when the wind is in the north-west, and,therefore; blowing from the direction of a group of factorieson the north shore near the Victoria Docks, and from somefactories on the opposite or south shore and situated inGreenwich Marshes.
26-2	effluvia			the inhabitants						of Charlton						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Theeffluvia from group 1 alone appear to be complained of bythe inhabitants of Charlton; the effluvia from groups 1, 2and 3 appear to annoy the garrison at Woolwich; whilethose from groups 2 and 3 annoy the inhabitants of Plumstead village and of the little colony at the SouthernOutfall Pumping Station.
26-19	the garrison			the garrison						at Woolwich | those						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Theeffluvia from group 1 alone appear to be complained of bythe inhabitants of Charlton; the effluvia from groups 1, 2and 3 appear to annoy the garrison at Woolwich; whilethose from groups 2 and 3 annoy the inhabitants of Plumstead village and of the little colony at the SouthernOutfall Pumping Station.
26-36	those			the inhabitants						the little colony at the Southern Outfall Pumping Station | of Plumstead village						031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	Theeffluvia from group 1 alone appear to be complained of bythe inhabitants of Charlton; the effluvia from groups 1, 2and 3 appear to annoy the garrison at Woolwich; whilethose from groups 2 and 3 annoy the inhabitants of Plumstead village and of the little colony at the SouthernOutfall Pumping Station.
29-14	effluvia				perceptible				at a short distance from the works							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	All of these factories are not equallyoffensive; some give issue to effluvia only perceptible at ashort distance from the works, while the effluvia from othersare such as experience has shown may be carried by thewind to the distance of several miles.
29-27	effluvia		by the wind													031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	All of these factories are not equallyoffensive; some give issue to effluvia only perceptible at ashort distance from the works, while the effluvia from othersare such as experience has shown may be carried by thewind to the distance of several miles.
30-34	effiuvia		the works													031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.tsv	femke.tsv	The observations made in my inspection of each groupof factories were specially directed to ascertain the extentof the works, the duration of their existence, the characterand amount of effiuvia proceeding from them, and the meansin use for preventing the escape of offensive effluvia.
