Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
42-71	odore	delle Rose | de i Fiori d ’ Aranci | di Mirti	l ’ acque									soavissimo | soavissimo	Trust	Positive		it_med_1681__I013__Pietro_Andrea_Mattioli__L_arte_distillatoria__.tsv	noemi.tsv	Lasciarò star di dire quanto sia commodo l’artificio di distillare l’acque per far soavissimi odori, così per l’uso de’ Medici, come per le delitie de i corpi de i sani, come sono quelle, che si fanno delle Rose, de i Fiori d’Aranci, di Mirti, et d’altri assai, che spirano di soavissimo odore.
43-18	odori			dalle gentilissime Madame								Ne dirò quanto sian stimate	Trust	Positive		it_med_1681__I013__Pietro_Andrea_Mattioli__L_arte_distillatoria__.tsv	noemi.tsv	Ne dirò quanto sian stimate dalle gentilissime Madame havendole che in uso non solamente per gl’odori, mà ancora per abbellirsi, et adornarsi.
2-9	miasma				Vaccino							miasma	Smell_Word | Disgust	Negative		it_med_1801__87__Pagani_Agostino__Ragguaglio_della_vaccina_in_Friuli_nellanno_1801.txt_distribution.tsv	noemi.tsv	Co: Cristianopoli vi scrissi di spedirmi del miasma Vaccino, e come voi dal Ch.
5-22	miasma			me							Aprile passato	miasma | avvertendomi di non far uso	Anticipation	Neutral		it_med_1801__87__Pagani_Agostino__Ragguaglio_della_vaccina_in_Friuli_nellanno_1801.txt_distribution.tsv	noemi.tsv	Moreschi che dietro la descrizione fattavi per spurie me l’avete dichiarite, avvertendomi di non far uso di quel miasma: tutte due queste lettere sono datate li 22.
20-12	miasma			mi	nuovo				tra i vetri vi prendeste cura di spedirmi		in Maggio	miasma	Disgust | Smell_Word	Negative		it_med_1801__87__Pagani_Agostino__Ragguaglio_della_vaccina_in_Friuli_nellanno_1801.txt_distribution.tsv	noemi.tsv	Si gracchiava ancora da questi tali quando mi giunse il nuovo miasma che in Maggio tra i vetri vi prendeste cura di spedirmi.
63-24	miasma				fresco							miasma	Disgust | Smell_Word	Negative		it_med_1801__87__Pagani_Agostino__Ragguaglio_della_vaccina_in_Friuli_nellanno_1801.txt_distribution.tsv	noemi.tsv	Fui pregato dai genitori d’inoculare questo bambino che non oltrepassava i due anni d’età, io mancava allora di miasma fresco, ed i genitori non volevano indugiare: ricercai i miei Colleghi se ne avessero, ed il Dott.
67-19	miasma								Punsi una con la lancetta , ed il pus comparve opaco			miasma	Disgust | Smell_Word	Negative		it_med_1801__87__Pagani_Agostino__Ragguaglio_della_vaccina_in_Friuli_nellanno_1801.txt_distribution.tsv	noemi.tsv	Punsi una con la lancetta, ed il pus comparve opaco; negai d’innestare con quel miasma; ma il Dott.
4-4	odore	Erba								nei prati umidi in tutto il Territorio	Da Maggio a Settembre	nauseante | nauseante	Disgust	Negative		it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Erba d’odore nauseante, sapor fortemente amaro, qualità emetica, drastico-catartica, antelmintica.
42-13	odore	Le foglie ed i fiori	un ’ oglio volatile		forte											it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Le foglie ed i fiori danno un’oglio volatile d’odore forte, di sapor aromatico calido, che ha facoltà stimolante, antispasmodica, menagoga, stomatica.
68-16	odorose	Salbia salvadega	le foglie		odorose											it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Salbia salvadega, che da taluni è creduta più efficace, ha le foglie poco odorose e deve ritenersi per meno attiva.
75-19	odoroso	Anthoxanthum			odoroso											it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Cor. di due glume appuntate contenenti un sol fiore ed un sol seme.12a A. odoroso.
78-2	odoratum	Anthoxanthum														it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Anthoxanthum odoratum.
84-6	odorosa	gramigna			odorosa					del nostro paese | nei prati , e nei pascoli	Marzo a Maggio					it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Questa gramigna, la sola odorosa del nostro paese, seccata specialmente, sparge un grave odore, che comunica al fieno.
84-17	odore				grave		che comunica al fieno		seccata specialmente							it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Questa gramigna, la sola odorosa del nostro paese, seccata specialmente, sparge un grave odore, che comunica al fieno.
103-10	odore	La radice	un ’ olio volatile		ircino					nei prati palu - dosi in vicinanza alle acque	Mago Giuo	grato ai gatti | grato ai gatti	Trust	Positive		it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	La radice contiene un’olio volatile, ha odore ircino, grato ai gatti; è di sapore amaretto, aromatico, ed un’eccellente antispasmodico, narcotico, antelmintico, menagogo.
144-4	odor	Radice | di viola								Sui muri vecchj | sulle colline | sui margini dei campi	Maggio	fragrante | fragrante	Trust	Positive		it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Radice d’odor fragrante di viola odorata, acre e corrosiva, si crede espettorante, diuretica, errinna.
144-8	odorata	di viola														it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Radice d’odor fragrante di viola odorata, acre e corrosiva, si crede espettorante, diuretica, errinna.
172-3	odorosa	La radice			odorosa	per corroborare le gingive e correggere il cattivo odore | per dar odore alla polvere di cipria				nei luoghi paludosi di tutto il Territorio	Luglio , Agosto					it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	La radice odorosa fu usata come stomatica, menagoga, si masticava(?)
173-20	odore											cattivo | cattivo	Disgust	Negative		it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	da chi aveva ulcere nella bocca, o denti guasti, per corroborare le gingive e correggere il cattivo odore.
174-5	odore		alla polvere di cipria													it_med_1844__I017__Leonardo_Brumati__Flora medico_economica__.tsv	noemi.tsv	Serviva anche per dar odore alla polvere di cipria, che si spargeva sui capelli, da cui pare ne avesse questa preso il nome.
41-35	odore			una persona delicata ; nervosa , isterica , od una gravida	qualunque	per far cadere in isvenimento una persona delicata ; nervosa , isterica , od una gravida						chi non sa che basta l ’ inconcepibile emanazione d ’ un fiore od un altro odore qualunque per far cadere in isvenimento	Surprise	Neutral		it_med_1864__I018__Poli_Giovanni_Battista__Allopatia_od_omeopatia_ossia_Medicina_antica_o_medicina_nuova__.tsv	noemi.tsv	Questa obbiezione che muove l’allopatia alla nuova medicina dei simili non è certamente seria, giacchè chi non sa che basta l’inconcepibile emanazione d’un fiore od un altro odore qualunque per far cadere in isvenimento una persona delicata; nervosa, isterica, od una gravida?
42-25	odore	un grano di muschio			acutissimo				riposato non aveva sensibilmente diminuito per nulla		per venti anni	Chi non conosce l ’ esperienza oramai già vecchia , di un grano di muschio , che , esalando per venti anni acutissimo odore , riposato non aveva sensibilmente diminuito per nulla ?	Surprise			it_med_1864__I018__Poli_Giovanni_Battista__Allopatia_od_omeopatia_ossia_Medicina_antica_o_medicina_nuova__.tsv	noemi.tsv	– Chi non conosce l’esperienza oramai già vecchia, di un grano di muschio, che, esalando per venti anni acutissimo odore, riposato non aveva sensibilmente diminuito per nulla?
45-12	odorato	L ’ aria di mare			penetrante											it_med_1864__I018__Poli_Giovanni_Battista__Allopatia_od_omeopatia_ossia_Medicina_antica_o_medicina_nuova__.tsv	noemi.tsv	L’aria di mare, pure sì penetrante all’odorato, sì influente sulla salute degli ammalati, e che rode il marmo di Carrara, è ella riconosciuta dalla chimica per differente dall’aria comune?
47-23	vapori	un zolfanello fosforico | di acido fosforoso	vapori													it_med_1864__I018__Poli_Giovanni_Battista__Allopatia_od_omeopatia_ossia_Medicina_antica_o_medicina_nuova__.tsv	noemi.tsv	Se io prendo un zolfanello fosforico, e lo stropiccio leggermente nel palmo della mano, ne traggo per intere giornate dei vapori bianchi di acido fosforoso, che si spandono all’intorno, senza che per questo abbia diminuito sensibilmente la piccola quantità di pasta fosforica appiccicata all’estremità del detto zolfanello....
13-197	odore	fiori			ordinario						la mattina e la sera | nel mezzo del giorno | nel corso della notte					it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Diurni poi sono quei fiori, che si spiegano alla luce del giorno, in opposizione ai notturni, che restano chiusi di giorno, e s’aprono durante la notte. — Che di parecchi di tali fenomeni si avesse contezza già da gran tempo stanno a riprova qui pure i nomi volgari dati a certi fiori, onde abbiamo e la bella di giorno, e la bella di notte, e la regina delle notti, ed altri tali nomi che «attestano l’attitudine del popolo a cogliere il lato poetico nelle cose della natura. » E valga il vero «gran tempo, prima che Linneo ideasse il suo orologio di Flora, il contadino indovinava le ore dei giorno volgendo gli occhi al prato, ed avvertiva, senza saperlo, l’inesplicabile armonia, che esiste tra i moti di un piccol fiore, e il moto degli astri, che misurano il passaggio del tempo. »La quale alternativa del giorno e della notte sembra avere una notevole influenza anche su certe altre condizioni dei fiori. — D’ordinario l’odore, che essi mandano, è più manifesto la mattina e la sera, che non sia nel mezzo del giorno, o nel corso della notte.
14-32	odorosi	fiori			odorosi						soltanto di notte					it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Ma qui pure, come in ogni altra cosa del mondo, si avvera non darsi regola senza eccezione: v’hanno di fatto di tai fiori, che sono odorosi soltanto di notte, e dai botanici si ebbero l’epiteto di tristi per essere per forma e colore poco appariscenti; tale è il caso del geranio notturno o notturnino (pelargonium triste); del gladiolo o spadarella cangiante (gladiolus versicolor); del violaciocco di notte (hesperis tristis), e d’altri parecchi.
15-10	effluvio										verso le cinque pomeridiane | tutta la notte | verso le sette del successivo mattino	soave | soave	Trust	Positive		it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	I nominati fiori cominciano ad esalare il soave loro effluvio verso le cinque pomeridiane, lo conservano tutta la notte, e lo perdono verso le sette del successivo mattino.
16-13	odoroso	cestrum diurnum			odoroso						il giorno | la notte					it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Il cestrum diurnum vien chiamato in tal guisa, perchè è più odoroso il giorno che la notte, mentre invece il cestrum nocturnum solo al principiare della notte rendesi odoroso.
16-31	odoroso	cestrum nocturnum			odoroso						solo al principiare della notte					it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Il cestrum diurnum vien chiamato in tal guisa, perchè è più odoroso il giorno che la notte, mentre invece il cestrum nocturnum solo al principiare della notte rendesi odoroso.
17-20	fragranza	catto vainiglia ( cereus grandiflorus )			delicata		simile a quella della vainiglia				dalle ore sette della sera , momento in cui si apre , fino al mattino					it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Il catto vainiglia (cereus grandiflorus), uno dei più bei fiori che si conoscano, spande delicata fragranza, simile a quella della vainiglia, dalle ore sette della sera, momento in cui si apre, fino al mattino, chiudendosi allora per non più riaprirsi.
19-13	odore	cicerbita del settentrione ( cacalia septentrionalis )							quando è direttamente percossa dai raggi del sole							it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	La cicerbita del settentrione (cacalia septentrionalis),» non manda odore, se non quando è direttamente percossa dai raggi del sole, di modo che, solo col farle ombra, le si può torre sul momento la facoltà odorante. »Anche il colore dei fiori può variare nelle diverse ore della giornata.
19-43	odorante	cicerbita del settentrione ( cacalia septentrionalis )			odorante				col farle ombra							it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	La cicerbita del settentrione (cacalia septentrionalis),» non manda odore, se non quando è direttamente percossa dai raggi del sole, di modo che, solo col farle ombra, le si può torre sul momento la facoltà odorante. »Anche il colore dei fiori può variare nelle diverse ore della giornata.
23-15	odori	fiori														it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
23-47	odore	fiori										grato | grato	Trust	Positive		it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
23-56	inodori	fiori														it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
23-62	odore	fiori										spiacente | spiacente	Disgust	Negative		it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	E poichè abbiamo toccato degli accidenti che offrono i fiori nelle tinte e negli odori, non sarà senza interesse conoscere anche i rapporti numerici, che si riscontrano tra le varie qualità di colori, e quanti di essi fiori abbiano virtù di tramandare grato odore a petto a quelli, che o sono inodori, o danno di sé odore spiacente.
26-4	odori	fiori di una medesima tinta														it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
26-38	odore	fiori di color bianco										soave | soave	Trust	Positive		it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
26-58	olezzanti	tra le piante , che portano fiori rossi , gialli , verdi , o cilestri			olezzanti											it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
26-62	inodore				inodore											it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	Quanto poi agli odori, considerati nei fiori di una medesima tinta, i nominati autori hanno trovato, che in cento fiori di color bianco ve ne ha un quattordici all’incirca grati per soave odore, laddove tra le piante, che portano fiori rossi, gialli, verdi, o cilestri le specie olezzanti, paragonate alle inodore, sono rispettivamente nell’ordine di otto, sette, sei e fino a solo due per cento.
27-24	odorosi	i fiori bianchi			odorosi											it_med_1865__I019__Santo_Garovaglio__Alcuni_discorsi_sulla_botanica__.tsv	noemi.tsv	D’onde è manifesto, che i fiori bianchi sono a un tempo e più comuni in natura, e i più odorosi.
9-76	odore	Agaiico terreo			leggiero | farinaceo											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da campanulato spianato-umbonato, secco, di colore nerognolo, grigio-sorcio o grigio-cinereo, da prima peloso, poi a squamette concolori; lamelle spesse, bianco-cinerine, a chiazze fosche nel fungo adulto, al gambo smarginate: gambo pieno, poi cavo, di colore bianco-cinereo, oscurantesi coli  età alla base, eguale, fibrilloso, all’apice bianco o nero furfuraceo; carne bianco-cinerea, di leggiero odore farinaceo e sapore non marcato: basidii clavati, 25-30 × 6-8 μ. spore ellittiche, jaline, 6-8 × 4 μ.
22-64	odore	Agarico tigrato			speciale											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da campanulato spianato e largamente umbonato, di colore grigiastro-chiaro, secco, sericeo-fibrilloso, indi a squame fioccose grigio-scure; lamelle spesse, larghe, al gambo smarginatouncinate, colore bianco-sporco con riflesso glauco; gambo solido, robusto, sovente ventricoso, bianco-grigiastro, fibrilloso e talora a squamette puntiformi, brune; carne bianco-grigiastra, di nessun sapore odore speciale; biasidii clavati, 40-50 × 9-8 μ; spore ellittiche ovato-allungate, 8-10 × 6 μ.
32-77	odore	Agarico vergato			non marcato											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da conico-campanulato piano-convesso e umbonato, di color pallido-cinereo, secco, tutto coperto da fibrille longitudinali scure; lamelle spesse, bianco-cineree, facilmente staccabili dal cappello, al taglio tomentose, verso il gambo rotondate e attaccate ad uncino; gambo pieno, poi cavo, alla base clavato o bulbosetto, di colore bianco-cinereo, leggermente fìbrilloso-furfuraceo: carne biancastra, un po’ scura sotto l’epidermide, di odore non marcato, e sapore un po’ astringente; spore jaline, subglobose, 9-8 × 5 ½ 6 μ.
38-62	odore	Agarico vergato			forte							nauseante | nauseante	Disgust	Negative		it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso o campanulato spianato ed umbunato, da sericeo glabro, di colore zolfino sporco col centro rosso-mattone; lamelle distanti, colore zolfo carico, al piede smarginato-uncinate: gambo pieno, poi cavo, eguale o un po’ panciuto alla base, fibrilloso, del medesimo colore del cappello: carne pure concolore, di odore forte nauseante da cloro; basidii clavati, 35-40 × 9-10 μ; spore a forma di mandorla, 9-10 × 5 μ.
40-10	odore	Agarico vergato			acuto | ripugnante											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	È velenoso, però riesce facile conoscerlo dall’odore acuto e ripugnante che tramanda.
50-100	odorosa	Prugnuolo nostrale color d ’ Isabella | Prugnuolo			odorosa											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da prima quasi rotondo, poi convesso, indi spianato, coi margini rivolti verso le lamelle, con superficie secca, generalmente di color nocciuola languido, variando però dal bianchiccio all’isabellino; lamelle spesse, bianche, nel punto d’inserzione sul gambo varianti, ora smarginate, ora attenuato-uncinate o leggermente decorrenti, sovente anche rotondate; gambo solido, eguale attenuato verso la base, talora anche bulbosetto, bianco, con tinta nocciuola nella parte inferiore, fibrilloso, all’apice furfuraceo: carne compatta, bianca, odorosa, nel gambo un po’ fibrosa; basidii clavati, 25-30 × 6-8 μ; spore ovato-ellittiche, jaline, 5-6 × 3 μ.
62-5	odore	Prugnuolo giallo			identici											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Del resto l’odore e il sapore sono identici col tipo.
64-27	odore	Tricholoma graveolens Pers			un po ’ più piccante											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha la medesima forma della specie, dalla quale si allontana per il colore generale fuligginoso, più carico nelle lamelle, e per l’odore un po’ più piccante.
72-73	odore	Agarico a spore angolate			forte		di farina un po ’ rancida									it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da emisferico piano-convesso, secco, da prima fosco, poi giallo sporco o colore isabella; lamelle spesse, grigio-fuligginose più raramente lilacino-violacee, indi giallastre, al gambo rotondato-smarginate; gambo solido, eguale o un po’ ventricoso, raramente bulboso, pruinato, all’apice bianco o lilacino, alla base scuro; carne compatta nel cappello, fibrosa nel gambo, bianco-sporca, di odore forte di farina un po’ rancida, sapore dolciastro; basidii clavati, 35-40 × 8-0 μ; spore angolate, quasi a forma di croce, 8-10 × 5-7 μ.
85-74	odore	Agarico nudo			appena marcato											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso spianato e depresso nel centro, umido ma non viscoso, di color violaceo-fosco, col centro a tinta rossastroquadrello, impallidentesi coll’età; lamelle spesse, color violaceo vivo, persistente, al gambo rotondato-uncinate, a uncino talora lunghetto e decorrente sul gambo; gambo pieno, del medesimo colore, fibrilloso-peloso, alla base sovente un po’ ingrossato; carne violaceo-chiara, di odore appena marcato e sapore leggermente acidulo; basidii clavati: spore ellitiche, jaline, 6-7 × 4-5 μ.
98-85	odore	Agarico montano					di farina fresca									it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da emisferico convesso-gibboso, poi espanso-umbonato, glabro, secco, bianco, sovente con tinta paglierina specialmente al centro; lamelle spesse, bianche e coll’età traenti al grigiastro, al piede smarginato-uncinate, facilmente staccabili dal cappello; gambo pieno, eguale o un po’ bulboso alla base, fibrilloso, all’apice furfuraceo, bianco: carne tenera, fibrosa nel gambo, bianca, talora al taglio diventante carnicino-pallida, di buon sapore ed odore di farina fresca; basidii clavati, 30-35 × 6-7 μ.; spore ellittiche, jaline, 7-9 × 4-5 μ.
114-85	odore	Agarico a piede striato					di farina fresca un po ’ rancida									it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da campanulato espanso-gibboso o umbonato, glabro, non viscoso, a tempo umido molle, di colore fosco fanè, a tempo secco con pelle morbida come pelle di guanto, di colore grigiastro-scuro, grigiastro pallido o traente al cinereo: lamelle spesse, bianche, larghe, verso il gambo rotondato-attaccate o smarginato-uncinate; gambo robusto, assai variante nella lunghezza, pieno, pallido, longitudinalmente striato da fibrille scure: carne biancastra, di sapore grato ed odore di farina fresca un po’ rancida; basidii clavati; spore ellittiche, asperule, bianche, 9-10 × 5 μ.
125-58	odore	Agarico nebuloso					di farina fresca									it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso-gibboso spianato, di colore grigiastronebbia col centro fosco, glabro, secco; lamelle spesse, strette, scorrenti sul gambo, bianche, facilmente staccabili dalla carne del cappello; gambo pieno, biancastro, traente al grigio, alla base bulboso, fìbrilloso-pruinato, poi glabro; carne bianca, di odore di farina fresca e di sapore dolcigno; basidii clavati; spore ovato-allungate, jaline, 6-7 × 9 μ.
139-100	odore	Agarico conglobato | Agarico a cespuglio			sensibile											it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso spianato-depresso o anche leggermente umbonato, nel fungo giovane color bianchiccio, indi grigio-chiaro o grigio-scuro, longitudinalmente striato; lamelle bianche, poi grigie, congiunte nel fondo a vene, verso il gambo rotondato-attaccate o sinuato-annesse o anche decorrenti sullo stesso; gambo pieno, bianco, furfuraceo, alla base sempre unito coi gambi di altri individui (crescendo sempre in cespi) in un tubero carnoso, compatto, informe, sotterraneo, della dimensione da 5-10 cmn.; carne bianca, compatta, di grato sapore e odore non sensibile; basidii clavati, 40-45 × 7-9 μ; spore sferiche, jaline, 6-7 μ di diametro.
167-98	odore	Agarico cartilaginoso | Sfogatello										non tanto gradito | non tanto gradito	Disgust	Negative		it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso spianato-depresso o umbonato, da prima quasi nero, indi castagno-marrone e finalmente castagno-chiaro, coll’epidermide tenace, quasi cartilaginosa; lamelle spesse, verso il gambo attaccate o sinuate, sovente anche un po’ decorrenti sullo stesso, tenaci come l’epidermide del cappello, bianchiccie, con tinta grigia o paglierina; gambo pieno, in età anche cavo, nella parte superiore biancastro, inferiormente nereggiante e unito a cespo con altri gambi, colla superfìcie pure tenace, quasi cartilaginea; carne bianca, di odore non tanto gradito e sapore dolcigno; basidii clavati, 30-35 × 6-8 μ.; spore globose, jaline, 6-8 μ. di diametro.
178-82	odore	Agarico connato			forte		di farina recente									it_med_1906__130__Micologia__Giacomo-Bresadola__Giacomo-Bresadola---I-funghi-mangerecci-e-velenosi-dell-Europa-media--con-speciale-riguardo-a-quelli-che-crescono-nel-Trentino--1906.txt_distribution.tsv	noemi.tsv	Ha cappello da convesso spianato-depresso o anche leggermente umbonato, al margine ondulato-repando nei funghi molto sviluppati, glabro, secco, di colore dal bianco-candido al grigio-cinereo; lamelle non tanto spesse, bianche o tendenti al cinereo-fusco, verso il gambo variamente inserite, intieramente attaccate o smarginate o decorrenti; gambo solido e in età cavo, bianco, fioccoso-pruinato, alla base congiunto in cespite o anche in tubero con altri; carne bianca, di forte odore di farina recente, sapore mite; basidii clavati, 25-30 × 5-6 μ; spore ovato-allungate, jaline, 6-7 × 2-3 μ.
