Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
8-35	d'odeur	l'eau			n'a plus											103F Memoire.tsv	pasquale.tsv	J'observai aussi que l'eau qui paroît très-limpide dans les bouteilles, se décharge après un certain temps, d'une matière bleuâtre, qui forme une pellicule fur la surface ; l'eau n'a plus alors d'odeur ; mais si on remêle exactement ce dépôt èn agitant la bouteille, toute la mauvaise odeur revient : cette eau ne dissout point le savon , & ne produit aucun effet sur le papier bleu.
8-52	odeur	l'eau			mauvaise				si on remêle exactement ce dépôt èn agitant la bouteille							103F Memoire.tsv	pasquale.tsv	J'observai aussi que l'eau qui paroît très-limpide dans les bouteilles, se décharge après un certain temps, d'une matière bleuâtre, qui forme une pellicule fur la surface ; l'eau n'a plus alors d'odeur ; mais si on remêle exactement ce dépôt èn agitant la bouteille, toute la mauvaise odeur revient : cette eau ne dissout point le savon , & ne produit aucun effet sur le papier bleu.
13-17	odeur	son	bouteilles	j'avois												103F Memoire.tsv	pasquale.tsv	Macquer, quatre bouteilles de notre eau bien bouchées, parce que j'avois remarqué que son odeur se dissipoit facilement ; à la réception de ces bouteilles, M.
14-43	l'odeur	l'eau		lui	très-forte | très-fétide		foie de soufre									103F Memoire.tsv	pasquale.tsv	Macquer ne trouva point l'eau parfaitement claire , parce qu'elle avoit commencé à déposer pendant le transport : il remarqua en effet un petit dépôt autour áes bouteilles ; mais trop peu considérable pour pouvoir être recueilli & examiné ; malgré cela l'odeur de l'eau lui parut très-forte & très-fétide, & il la compara à celle du foie de soufre, & non pas à l'oaeur d'une matière végétale & animale en putréfaction, comme je l'avois d'abord conjecturé.
14-67	l'oaeur	l'eau		je			matière végétale & animale en putréfaction					surprise	Surprise	Neutral		103F Memoire.tsv	pasquale.tsv	Macquer ne trouva point l'eau parfaitement claire , parce qu'elle avoit commencé à déposer pendant le transport : il remarqua en effet un petit dépôt autour áes bouteilles ; mais trop peu considérable pour pouvoir être recueilli & examiné ; malgré cela l'odeur de l'eau lui parut très-forte & très-fétide, & il la compara à celle du foie de soufre, & non pas à l'oaeur d'une matière végétale & animale en putréfaction, comme je l'avois d'abord conjecturé.
21-15	odeur	combinaison sulfureuse | foie de soufre terreux	l'eau	M . Macquer												103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-63	l'odeur	substances en putréfaction			différente		foie de soufre									103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-91	odeur	matières putréfiées			mauvaise											103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-104	l'odeur	foie de soufre														103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-129	odeur	matières putrides	son		mauvaise											103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-143	odeur	son														103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-194	odeur	son	bouteille								très-long-temps					103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-218	odeur	cette eau	une	je	diminuée						pendant deux mois | 18 Août 1768 | 30 Juillet 1770					103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-256	odeur	l'eau	une		perdu						30 Juillet 1770					103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
21-317	odeur	fumée			légère		soufre | corne brûlée									103F Memoire.tsv	pasquale.tsv	Macquer ;d'où il conclud « que l'eau dont il s'agit, doit son odeur, non pas immédiatement à des matières végétales & animales actuellement en putréfaction, mais à une espèce de combinaison sulfureuse, ou une sorte de foie de soufre terreux dont il y a lieu de croirequ'elle est chargée. »1.° Parce que l'odeur des substances en putréfaction est entièrement différente de celle du foie de soufre.2.° Parce que le mélange des acides fait cesser la mauvaise odeur qu'exhalent les matières putréfiées, tandis qu'au contraire il développe & augmente l'odeur du foie de soufre, comme il est arrivé à notre eau.3.° Parce que l'eau qui a contracté une mauvaise odeur par la présence des matières putrides qu'elle contient, ne perd point son odeur, du moins en peu de temps, par la seule exposition à ï'air , ce qui a lieu à l'égard de l'eau de Montmorencì qui la perd en moins de vingt-quatre heures : mais si on la garde dans une bouteille bien bouchée: elle peut conserver très-long-temps son odeur; c'est ce que j'ai remarqué à l'égard d'une bouteille pleine de cette eau que je gardai pendant deux mois fans que son odeur fût diminuée: j'en ouvris une le 30 Juillet 1770, que je gardois depuis le 18 Août 1768 , elle étoit bien bouchée avec du liège & un morceau de vessie, l'eau avoit perdu son odeur, mais elle avoit déposé sûr les parois de la bouteille une matière jaunâtre qui étoit un véritable soufre; je remarquai aussi des pellicules d'une matière blanchâtre qui flottoient dans l'eau; je la filtrai au papier gris ; je fis sécher le dépôt au soleil, & j'y présentai le verre ardent, la fumée exhaloit une légère odeur de soufre & de corne brûlée ; je goûtai de cette eau ainsi filtrée, je ne lui trouvai aucun mauvais goût, seulement elle échauffa un peu ma langue & mon palais, caractère des eaux sulfureuses.4.°  Enfin l'effet que cette eau produit fur les dissolutions d'argent & de mercure , sur les métaux & fur les animaux que fa vapeur fait mourir, ne laisse plus lieu de douter qu'elle ne soit imprégnée d'une petite quantité de foie de soufre.
23-50	odeur	l'eau de Montmorenci | foie de soufre terreux			semblable		l'eau de Montmorencì									103F Memoire.tsv	pasquale.tsv	Macquer fit de cette eau : il mit dans de l'eau de la Seine une dissolution de foie de soufre terreux, faite par la chaux, dans .la proportion de quatre gouttes fur une pinte ; cette petite quantité a suffi pour donner à cette eau une odeur toute semblable à celle ,de l'eau de Montmorencì; elle a précipité de même l'argent & je mercure en couleur grise-brune, mais un peu moins foncée; & ces précipités ont détruit aussitôt l'odeur de l'eau fétide artificielle , comme cela étoit arrivé à l'eau de Montmorenci ; l'ayant laissé de même exposée à l'air pendant vingt-quatre heures, elle y a pareillement perdu son odeur; enfin ayant mêlé dans ces deux eaux ainsi privées de leurs odeurs par l'exposition à l'air, les dissolutions d'argent & de mercure, au lieu des précipités noirs, M.
23-86	l'odeur	l'eau de Montmorenci			détruit						aussitôt					103F Memoire.tsv	pasquale.tsv	Macquer fit de cette eau : il mit dans de l'eau de la Seine une dissolution de foie de soufre terreux, faite par la chaux, dans .la proportion de quatre gouttes fur une pinte ; cette petite quantité a suffi pour donner à cette eau une odeur toute semblable à celle ,de l'eau de Montmorencì; elle a précipité de même l'argent & je mercure en couleur grise-brune, mais un peu moins foncée; & ces précipités ont détruit aussitôt l'odeur de l'eau fétide artificielle , comme cela étoit arrivé à l'eau de Montmorenci ; l'ayant laissé de même exposée à l'air pendant vingt-quatre heures, elle y a pareillement perdu son odeur; enfin ayant mêlé dans ces deux eaux ainsi privées de leurs odeurs par l'exposition à l'air, les dissolutions d'argent & de mercure, au lieu des précipités noirs, M.
23-118	odeur	elle			perdu						pendant vingt-quatre heures					103F Memoire.tsv	pasquale.tsv	Macquer fit de cette eau : il mit dans de l'eau de la Seine une dissolution de foie de soufre terreux, faite par la chaux, dans .la proportion de quatre gouttes fur une pinte ; cette petite quantité a suffi pour donner à cette eau une odeur toute semblable à celle ,de l'eau de Montmorencì; elle a précipité de même l'argent & je mercure en couleur grise-brune, mais un peu moins foncée; & ces précipités ont détruit aussitôt l'odeur de l'eau fétide artificielle , comme cela étoit arrivé à l'eau de Montmorenci ; l'ayant laissé de même exposée à l'air pendant vingt-quatre heures, elle y a pareillement perdu son odeur; enfin ayant mêlé dans ces deux eaux ainsi privées de leurs odeurs par l'exposition à l'air, les dissolutions d'argent & de mercure, au lieu des précipités noirs, M.
23-131	odeurs	ces deux eaux							ayant mêlé | par l'exposition à l'air							103F Memoire.tsv	pasquale.tsv	Macquer fit de cette eau : il mit dans de l'eau de la Seine une dissolution de foie de soufre terreux, faite par la chaux, dans .la proportion de quatre gouttes fur une pinte ; cette petite quantité a suffi pour donner à cette eau une odeur toute semblable à celle ,de l'eau de Montmorencì; elle a précipité de même l'argent & je mercure en couleur grise-brune, mais un peu moins foncée; & ces précipités ont détruit aussitôt l'odeur de l'eau fétide artificielle , comme cela étoit arrivé à l'eau de Montmorenci ; l'ayant laissé de même exposée à l'air pendant vingt-quatre heures, elle y a pareillement perdu son odeur; enfin ayant mêlé dans ces deux eaux ainsi privées de leurs odeurs par l'exposition à l'air, les dissolutions d'argent & de mercure, au lieu des précipités noirs, M.
3-1	L'odeur	leur			superficielles | volatiles											104F Jasmine.tsv	pasquale.tsv	L'odeur & la vertu des fleurs de jasmin font si superficielles & si volatiles, qu'elles ne peuvent souffrir aucune chaleur considerable sans se dissiper, en forte qu'on ne sçauroit utilement les infuser, ni les cuire, non plus que pretendre de communiquer leur bonne odeur à aucune matiere en les pilant parmi, ni à aucune liqueur par le moyen du feu, & qu'on ne sçauroit se vanter de la pouvoir tirer par distillation.
3-48	odeur	leur			bonne											104F Jasmine.tsv	pasquale.tsv	L'odeur & la vertu des fleurs de jasmin font si superficielles & si volatiles, qu'elles ne peuvent souffrir aucune chaleur considerable sans se dissiper, en forte qu'on ne sçauroit utilement les infuser, ni les cuire, non plus que pretendre de communiquer leur bonne odeur à aucune matiere en les pilant parmi, ni à aucune liqueur par le moyen du feu, & qu'on ne sçauroit se vanter de la pouvoir tirer par distillation.
4-13	odeur	leur			agreable											104F Jasmine.tsv	pasquale.tsv	Ces considerations, & le desir qu'on a eu de profiter d'une odeur si agreable , ont excité les Artistes à rechercher d'autres moyens, & on y a réüssi en forte que sans chaufer ni froisser les fleurs, on a trouvé le moyen de communiquer leur odeur aux huiles, aux pommades, aux Gans & à plusieurs autres matieres, & de l'y conserver beaucoup plus long tems, que dans les fleurs mesmes qui ne sçauroient secher sans la perdre.
4-49	odeur	leur	huiles | pommades | Gans | plusieurs autres matieres								long tems					104F Jasmine.tsv	pasquale.tsv	Ces considerations, & le desir qu'on a eu de profiter d'une odeur si agreable , ont excité les Artistes à rechercher d'autres moyens, & on y a réüssi en forte que sans chaufer ni froisser les fleurs, on a trouvé le moyen de communiquer leur odeur aux huiles, aux pommades, aux Gans & à plusieurs autres matieres, & de l'y conserver beaucoup plus long tems, que dans les fleurs mesmes qui ne sçauroient secher sans la perdre.
5-29	odeur	floccons de cotton | morceaux de drap			aucune mauvaise											104F Jasmine.tsv	pasquale.tsv	On aura de petits floccons de cotton cardé & bien blanc, ou de petits morceaux de drap blanchi avec de l'Alum, & qui n'ait aucune mauvaise odeur ; on les imbibera legerement avec de l'huile de Ben tirée sans feu, & les ayant estendus dans un bassin de fayance, d'estain, ou d'argent, on les couvrira de fleurs de jasmin nouvellement cueillies à la hauteur d'un bon travers de doigt, & ayant couvert le tout d'un baffin pareil au premier, on l'enveloppera encore d'un drap ou d'un gros linge, & au bout de trois ou quatre heures, on ostera & rejettera ces fleurs, pour y en mettre de nouvelles, & ayant reïteré dix ou douze fois le renouvellement de fleurs, on mettra à la presse les morceaux de drap ou floccons de cotton, & sans les chaufer on en retirera l'huile, qui se trouvera fort chargée de l'odeur des fleurs, & en estat de la retenir long-tems, si on la garde dans une fiole forte bien bouchée.
5-162	l'odeur	fleurs	fiole | l'huile		fort chargée						long-tems					104F Jasmine.tsv	pasquale.tsv	On aura de petits floccons de cotton cardé & bien blanc, ou de petits morceaux de drap blanchi avec de l'Alum, & qui n'ait aucune mauvaise odeur ; on les imbibera legerement avec de l'huile de Ben tirée sans feu, & les ayant estendus dans un bassin de fayance, d'estain, ou d'argent, on les couvrira de fleurs de jasmin nouvellement cueillies à la hauteur d'un bon travers de doigt, & ayant couvert le tout d'un baffin pareil au premier, on l'enveloppera encore d'un drap ou d'un gros linge, & au bout de trois ou quatre heures, on ostera & rejettera ces fleurs, pour y en mettre de nouvelles, & ayant reïteré dix ou douze fois le renouvellement de fleurs, on mettra à la presse les morceaux de drap ou floccons de cotton, & sans les chaufer on en retirera l'huile, qui se trouvera fort chargée de l'odeur des fleurs, & en estat de la retenir long-tems, si on la garde dans une fiole forte bien bouchée.
